Strain	Lineage	BddV1	scaffold_10	start	end	coverage	Average_NCL	Coverage/AverageNCL
CCB1	CAPE	Infected	scaffold_10	650840	651840	88.228	75.13	1.174337814
CCB1	CAPE	Infected	scaffold_10	651840	652840	79.618	75.13	1.059736457
CCB1	CAPE	Infected	scaffold_10	652840	653840	75.147	75.13	1.000226274
CCB1	CAPE	Infected	scaffold_10	653840	654840	72.508	75.13	0.965100492
CCB1	CAPE	Infected	scaffold_10	654840	655840	75.812	75.13	1.009077599
CCB1	CAPE	Infected	scaffold_10	655840	656840	74.918	75.13	0.997178224
CCB1	CAPE	Infected	scaffold_10	656840	657840	77.919	75.13	1.037122321
CCB1	CAPE	Infected	scaffold_10	657840	658840	80.385	75.13	1.069945428
CCB1	CAPE	Infected	scaffold_10	658840	659840	84.562	75.13	1.125542393
CCB1	CAPE	Infected	scaffold_10	659840	660840	86.883	75.13	1.156435512
CCB1	CAPE	Infected	scaffold_10	660840	661840	81.099	75.13	1.079448955
CCB1	CAPE	Infected	scaffold_10	661840	662840	80.492	75.13	1.071369626
CCB1	CAPE	Infected	scaffold_10	662840	663840	79.494	75.13	1.058085984
CCB1	CAPE	Infected	scaffold_10	663840	664840	83.53	75.13	1.111806203
CCB1	CAPE	Infected	scaffold_10	664840	665840	78.46	75.13	1.044323173
CCB1	CAPE	Infected	scaffold_10	665840	666840	81.778	75.13	1.088486623
CCB1	CAPE	Infected	scaffold_10	666840	667840	84.618	75.13	1.126287768
CCB1	CAPE	Infected	scaffold_10	667840	668840	78.587	75.13	1.046013576
CCB1	CAPE	Infected	scaffold_10	668840	669840	85.738	75.13	1.141195262
CCB1	CAPE	Infected	scaffold_10	669840	670840	81.28	75.13	1.081858113
CCB1	CAPE	Infected	scaffold_10	670840	671840	76.711	75.13	1.021043525
CCB1	CAPE	Infected	scaffold_10	671840	672840	80.722	75.13	1.074430986
CCB1	CAPE	Infected	scaffold_10	672840	673840	84.321	75.13	1.12233462
CCB1	CAPE	Infected	scaffold_10	673840	674840	88.765	75.13	1.181485425
CCB1	CAPE	Infected	scaffold_10	674840	675840	70.391	75.13	0.936922667
CCB1	CAPE	Infected	scaffold_10	675840	676840	54.751	75.13	0.728750166
CCB1	CAPE	Infected	scaffold_10	676840	676939	31.838384	75.13	0.423777239
CCB1	CAPE	Infected	scaffold_10	676960	677960	39.23	75.13	0.522161587
CCB1	CAPE	Infected	scaffold_10	677960	678960	48.875	75.13	0.650539066
CCB1	CAPE	Infected	scaffold_10	678960	679960	117.855	75.13	1.568680953
CCB1	CAPE	Infected	scaffold_10	679960	680960	88.465	75.13	1.177492347
CCB1	CAPE	Infected	scaffold_10	680960	681960	67.944	75.13	0.904352456
CCB1	CAPE	Infected	scaffold_10	681960	682960	79.336	75.13	1.055982963
CCB1	CAPE	Infected	scaffold_10	682960	683960	83.414	75.13	1.110262212
CCB1	CAPE	Infected	scaffold_10	683960	684960	78.361	75.13	1.043005457
CCB1	CAPE	Infected	scaffold_10	684960	685960	70.461	75.13	0.937854386
CCB1	CAPE	Infected	scaffold_10	685960	686960	67.794	75.13	0.902355916
CCB1	CAPE	Infected	scaffold_10	686960	687960	83.953	75.13	1.117436443
CCB1	CAPE	Infected	scaffold_10	687960	688960	75.823	75.13	1.009224012
CCB1	CAPE	Infected	scaffold_10	688960	689960	78.489	75.13	1.044709171
CCB1	CAPE	Infected	scaffold_10	689960	690960	91.433	75.13	1.216997205
CCB1	CAPE	Infected	scaffold_10	690960	691960	83.995	75.13	1.117995475
CCB1	CAPE	Infected	scaffold_10	691960	692960	89.762	75.13	1.194755757
CCB1	CAPE	Infected	scaffold_10	692960	693960	85.743	75.13	1.141261813
CCB1	CAPE	Infected	scaffold_10	693960	694960	81.531	75.13	1.085198988
CCB1	CAPE	Infected	scaffold_10	694960	695960	83.703	75.13	1.114108878
CCB1	CAPE	Infected	scaffold_10	695960	696960	81.696	75.13	1.087395182
CCB1	CAPE	Infected	scaffold_10	696960	697960	87.328	75.13	1.162358578
CCB1	CAPE	Infected	scaffold_10	697960	698960	89.632	75.13	1.193025423
CCB1	CAPE	Infected	scaffold_10	698960	699960	73.738	75.13	0.981472115
CCB1	CAPE	Infected	scaffold_10	699960	700960	79.71	75.13	1.060961001
CCB1	CAPE	Infected	scaffold_10	700960	701960	73.059	75.13	0.972434447
CCB1	CAPE	Infected	scaffold_10	701960	702960	78.624	75.13	1.046506056
CCB1	CAPE	Infected	scaffold_10	702960	703960	80.761	75.13	1.074950087
CCB1	CAPE	Infected	scaffold_10	703960	704960	76.678	75.13	1.020604286
CCB1	CAPE	Infected	scaffold_10	704960	705960	80.386	75.13	1.069958738
CCB1	CAPE	Infected	scaffold_10	705960	706960	86.795	75.13	1.155264209
CCB1	CAPE	Infected	scaffold_10	706960	707960	82.961	75.13	1.104232663
CCB1	CAPE	Infected	scaffold_10	707960	708960	73.597	75.13	0.979595368
CCB1	CAPE	Infected	scaffold_10	708960	709960	76.253	75.13	1.014947424
CCB1	CAPE	Infected	scaffold_10	709960	710960	77.35	75.13	1.029548782
CCB1	CAPE	Infected	scaffold_10	710960	711960	72.746	75.13	0.968268335
CCB1	CAPE	Infected	scaffold_10	711960	712960	80.606	75.13	1.072886996
CCB1	CAPE	Infected	scaffold_10	712960	713960	81.34	75.13	1.082656728
CCB1	CAPE	Infected	scaffold_10	713960	714960	78.606	75.13	1.046266471
CCB1	CAPE	Infected	scaffold_10	714960	715960	78.073	75.13	1.039172102
CCB1	CAPE	Infected	scaffold_10	715960	716960	82.411	75.13	1.096912019
CCB1	CAPE	Infected	scaffold_10	716960	717960	82.196	75.13	1.094050313
CCB1	CAPE	Infected	scaffold_10	717960	718960	86.383	75.13	1.149780381
CCB1	CAPE	Infected	scaffold_10	718960	719960	85.731	75.13	1.14110209
CCB1	CAPE	Infected	scaffold_10	719960	720960	55.495	75.13	0.738653001
CCB1	CAPE	Infected	scaffold_10	720960	721960	57.001	75.13	0.758698256
CCB1	CAPE	Infected	scaffold_10	721960	722960	61.572	75.13	0.819539465
CCB1	CAPE	Infected	scaffold_10	722960	723960	64.121	75.13	0.853467323
CCB1	CAPE	Infected	scaffold_10	723960	724960	40.411	75.13	0.537881006
CCB1	CAPE	Infected	scaffold_10	724960	725960	64.161	75.13	0.853999734
CCB1	CAPE	Infected	scaffold_10	725960	726960	38.843	75.13	0.517010515
CCB1	CAPE	Infected	scaffold_10	726960	727126	9.915663	75.13	0.131980075
CCB1	CAPE	Infected	scaffold_10	727154	727378	15.066964	75.13	0.200545242
CCB1	CAPE	Infected	scaffold_10	727388	728308	27.216304	75.13	0.362256143
CCB1	CAPE	Infected	scaffold_10	728313	728657	11.741279	75.13	0.156279502
CCB1	CAPE	Infected	scaffold_10	728774	729223	15.783964	75.13	0.2100887
CCB1	CAPE	Infected	scaffold_10	729239	730239	37.68	75.13	0.50153068
CCB1	CAPE	Infected	scaffold_10	730239	731239	78.765	75.13	1.048382803
CCB1	CAPE	Infected	scaffold_10	731239	732239	97.962	75.13	1.303899907
CCB1	CAPE	Infected	scaffold_10	732239	733239	80.961	75.13	1.077612139
CCB1	CAPE	Infected	scaffold_10	733239	734239	73.58	75.13	0.979369094
CCB1	CAPE	Infected	scaffold_10	734239	735239	83.668	75.13	1.113643019
CCB1	CAPE	Infected	scaffold_10	735239	736239	81.131	75.13	1.079874884
CCB1	CAPE	Infected	scaffold_10	736239	737239	84.104	75.13	1.119446293
CCB1	CAPE	Infected	scaffold_10	737239	738239	79.175	75.13	1.053840011
CCB1	CAPE	Infected	scaffold_10	738239	739239	75.59	75.13	1.006122721
CCB1	CAPE	Infected	scaffold_10	739239	740239	80.409	75.13	1.070264874
CCB1	CAPE	Infected	scaffold_10	740239	741239	79.215	75.13	1.054372421
CCB1	CAPE	Infected	scaffold_10	741239	742239	71.425	75.13	0.950685479
CCB1	CAPE	Infected	scaffold_10	742239	742832	40.973019	75.13	0.545361627
CCB1	CAPE	Infected	scaffold_10	742850	743850	70.151	75.13	0.933728204
CCB1	CAPE	Infected	scaffold_10	743850	744850	96.824	75.13	1.288752828
CCB1	CAPE	Infected	scaffold_10	744850	745850	75.296	75.13	1.002209504
CCB1	CAPE	Infected	scaffold_10	745850	746850	113.197	75.13	1.506681752
CCB1	CAPE	Infected	scaffold_10	746850	747850	64.266	75.13	0.855397311
CCB1	CAPE	Infected	scaffold_10	747850	748850	48.923	75.13	0.651177958
CCB1	CAPE	Infected	scaffold_10	748850	749850	37.994	75.13	0.505710102
CCB1	CAPE	Infected	scaffold_10	749850	750850	58.206	75.13	0.774737122
CCB1	CAPE	Infected	scaffold_10	750850	751454	41.773179	75.13	0.556011966
CCB1	CAPE	Infected	scaffold_10	751455	752455	46.797	75.13	0.622880341
CCB1	CAPE	Infected	scaffold_10	752455	752998	40.893186	75.13	0.544299028
CCB1	CAPE	Infected	scaffold_10	753042	754042	54.234	75.13	0.721868761
CCB1	CAPE	Infected	scaffold_10	754042	755042	34.678	75.13	0.461573273
CCB1	CAPE	Infected	scaffold_10	755042	756042	80.522	75.13	1.071768934
CCB1	CAPE	Infected	scaffold_10	756042	757042	78.374	75.13	1.043178491
CCB1	CAPE	Infected	scaffold_10	757042	757480	33.139269	75.13	0.44109236
CCB1	CAPE	Infected	scaffold_10	757666	758666	64.036	75.13	0.852335951
CCB1	CAPE	Infected	scaffold_10	758666	759666	69.508	75.13	0.925169706
CCB1	CAPE	Infected	scaffold_10	759666	760666	49.475	75.13	0.658525223
CCB1	CAPE	Infected	scaffold_10	760666	761666	66.527	75.13	0.885491814
CCB1	CAPE	Infected	scaffold_10	761666	762594	30.699353	75.13	0.408616438
CCB1	CAPE	Infected	scaffold_10	762598	762735	5.452555	75.13	0.072574937
CCB1	CAPE	Infected	scaffold_10	762740	763035	7.701695	75.13	0.10251158
CCB1	CAPE	Infected	scaffold_10	763040	764040	30.079	75.13	0.400359377
CCB1	CAPE	Infected	scaffold_10	764040	765040	38.752	75.13	0.515799281
CCB1	CAPE	Infected	scaffold_10	765040	766040	37.216	75.13	0.495354718
CCB1	CAPE	Infected	scaffold_10	766040	767040	37.416	75.13	0.498016771
CCB1	CAPE	Infected	scaffold_10	767040	768040	33.487	75.13	0.445720751
CCB1	CAPE	Infected	scaffold_10	768040	768311	17.221402	75.13	0.229221376
CCB1	CAPE	Infected	scaffold_10	768314	768644	4.490909	75.13	0.059775176
CCB1	CAPE	Infected	scaffold_10	768658	769658	64.204	75.13	0.854572075
CCB1	CAPE	Infected	scaffold_10	769658	770658	76.937	75.13	1.024051644
CCB1	CAPE	Infected	scaffold_10	770658	771658	91.491	75.13	1.2177692
CCB1	CAPE	Infected	scaffold_10	771658	772658	81.413	75.13	1.083628377
CCB1	CAPE	Infected	scaffold_10	772658	773658	86.192	75.13	1.147238121
CCB1	CAPE	Infected	scaffold_10	773658	774658	75.954	75.13	1.010967656
CCB1	CAPE	Infected	scaffold_10	774658	775658	82.994	75.13	1.104671902
CCB1	CAPE	Infected	scaffold_10	775658	776658	84.398	75.13	1.12335951
CCB1	CAPE	Infected	scaffold_10	776658	777658	72.779	75.13	0.968707574
CCB1	CAPE	Infected	scaffold_10	777658	778658	84.849	75.13	1.129362438
CCB1	CAPE	Infected	scaffold_10	778658	779658	78.742	75.13	1.048076667
CCB1	CAPE	Infected	scaffold_10	779658	780658	80.96	75.13	1.077598829
CCB1	CAPE	Infected	scaffold_10	780658	781658	85.321	75.13	1.135644882
CCB1	CAPE	Infected	scaffold_10	781658	782658	73.81	75.13	0.982430454
CCB1	CAPE	Infected	scaffold_10	782658	783658	80.736	75.13	1.07461733
CCB1	CAPE	Infected	scaffold_10	783658	784658	87.152	75.13	1.160015972
CCB1	CAPE	Infected	scaffold_10	784658	785658	80.757	75.13	1.074896845
CCB1	CAPE	Infected	scaffold_10	785658	786658	78.001	75.13	1.038213763
CCB1	CAPE	Infected	scaffold_10	786658	787658	72.316	75.13	0.962544922
CCB1	CAPE	Infected	scaffold_10	787658	788658	72.765	75.13	0.96852123
CCB1	CAPE	Infected	scaffold_10	788658	789658	87.485	75.13	1.16444829
CCB1	CAPE	Infected	scaffold_10	789658	790658	85.638	75.13	1.139864235
CCB1	CAPE	Infected	scaffold_10	790658	791658	80.532	75.13	1.071902036
CCB1	CAPE	Infected	scaffold_10	791658	792658	65.525	75.13	0.872154931
CCB1	CAPE	Infected	scaffold_10	792658	793658	70.047	75.13	0.932343937
CCB1	CAPE	Infected	scaffold_10	793658	794658	79.201	75.13	1.054186077
CCB1	CAPE	Infected	scaffold_10	794658	795658	85.521	75.13	1.138306935
CCB1	CAPE	Infected	scaffold_10	795658	796658	88.797	75.13	1.181911354
CCB1	CAPE	Infected	scaffold_10	796658	797658	76.856	75.13	1.022973513
CCB1	CAPE	Infected	scaffold_10	797658	798658	70.375	75.13	0.936709703
CCB1	CAPE	Infected	scaffold_10	798658	799658	74.989	75.13	0.998123253
CCB1	CAPE	Infected	scaffold_10	799658	800658	80.27	75.13	1.068414748
CCB1	CAPE	Infected	scaffold_10	800658	801658	81.207	75.13	1.080886463
CCB1	CAPE	Infected	scaffold_10	801658	802658	90.569	75.13	1.205497138
CCB1	CAPE	Infected	scaffold_10	802658	803658	87.119	75.13	1.159576734
CCB1	CAPE	Infected	scaffold_10	803658	804658	76.592	75.13	1.019459603
CCB1	CAPE	Infected	scaffold_10	804658	805658	78.943	75.13	1.05075203
CCB1	CAPE	Infected	scaffold_10	805658	806658	98.31	75.13	1.308531878
CCB1	CAPE	Infected	scaffold_10	806658	807658	93.713	75.13	1.247344603
CCB1	CAPE	Infected	scaffold_10	807658	808658	100.713	75.13	1.340516438
CCB1	CAPE	Infected	scaffold_10	808658	809658	89.825	75.13	1.195594303
CCB1	CAPE	Infected	scaffold_10	809658	810658	96.104	75.13	1.27916944
CCB1	CAPE	Infected	scaffold_10	810658	811658	53.057	75.13	0.706202582
CCB1	CAPE	Infected	scaffold_10	811658	812658	69.468	75.13	0.924637295
CCB1	CAPE	Infected	scaffold_10	812658	813658	53.309	75.13	0.709556768
CCB1	CAPE	Infected	scaffold_10	813658	814658	87.541	75.13	1.165193664
CCB1	CAPE	Infected	scaffold_10	814658	815658	96.527	75.13	1.284799681
CCB1	CAPE	Infected	scaffold_10	815658	816658	107.399	75.13	1.429508851
CCB1	CAPE	Infected	scaffold_10	816658	817658	121.219	75.13	1.613456675
CCB1	CAPE	Infected	scaffold_10	817658	818658	116.015	75.13	1.544190071
CCB1	CAPE	Infected	scaffold_10	818658	819658	57.927	75.13	0.771023559
CCB1	CAPE	Infected	scaffold_10	819658	820658	66.676	75.13	0.887475043
CCB1	CAPE	Infected	scaffold_10	820658	821658	123.959	75.13	1.649926794
CCB1	CAPE	Infected	scaffold_10	821658	822658	143.805	75.13	1.914082257
CCB1	CAPE	Infected	scaffold_10	822658	823658	100.182	75.13	1.333448689
CCB1	CAPE	Infected	scaffold_10	823658	824658	86.771	75.13	1.154944762
CCB1	CAPE	Infected	scaffold_10	824658	825658	88.858	75.13	1.18272328
CCB1	CAPE	Infected	scaffold_10	825658	826658	76.45	75.13	1.017569546
CCB1	CAPE	Infected	scaffold_10	826658	827658	81.132	75.13	1.079888194
CCB1	CAPE	Infected	scaffold_10	827658	828658	89.816	75.13	1.195474511
CCB1	CAPE	Infected	scaffold_10	828658	829658	77.053	75.13	1.025595634
CCB1	CAPE	Infected	scaffold_10	829658	830658	72.997	75.13	0.971609211
CCB1	CAPE	Infected	scaffold_10	830658	831658	83.901	75.13	1.11674431
CCB1	CAPE	Infected	scaffold_10	831658	832658	79.783	75.13	1.06193265
CCB1	CAPE	Infected	scaffold_10	832658	833658	86.835	75.13	1.155796619
CCB1	CAPE	Infected	scaffold_10	833658	834658	77.554	75.13	1.032264076
CCB1	CAPE	Infected	scaffold_10	834658	835658	85.328	75.13	1.135738054
CCB1	CAPE	Infected	scaffold_10	835658	836658	80.888	75.13	1.07664049
CCB1	CAPE	Infected	scaffold_10	836658	837658	84.591	75.13	1.125928391
CCB1	CAPE	Infected	scaffold_10	837658	838658	83.486	75.13	1.111220551
CCB1	CAPE	Infected	scaffold_10	838658	839658	74.293	75.13	0.988859311
CCB1	CAPE	Infected	scaffold_10	839658	840658	84.475	75.13	1.1243844
CCB1	CAPE	Infected	scaffold_10	840658	841658	80.673	75.13	1.073778783
CCB1	CAPE	Infected	scaffold_10	841658	842658	81.401	75.13	1.083468654
CCB1	CAPE	Infected	scaffold_10	842658	843658	85.84	75.13	1.142552908
CCB1	CAPE	Infected	scaffold_10	843658	844658	88.646	75.13	1.179901504
CCB1	CAPE	Infected	scaffold_10	844658	845658	75.503	75.13	1.004964728
CCB1	CAPE	Infected	scaffold_10	845658	846658	81.243	75.13	1.081365633
CCB1	CAPE	Infected	scaffold_10	846658	847658	89.529	75.13	1.191654466
CCB1	CAPE	Infected	scaffold_10	847658	848295	82.627943	75.13	1.099799587
CCB1	CAPE	Infected	scaffold_10	848303	849303	84.94	75.13	1.130573672
CCB1	CAPE	Infected	scaffold_10	849303	850303	91.878	75.13	1.222920272
CCB1	CAPE	Infected	scaffold_10	850303	851303	80.81	75.13	1.075602289
CCB1	CAPE	Infected	scaffold_10	851303	852303	89.586	75.13	1.192413151
CCB1	CAPE	Infected	scaffold_10	852303	853303	78.554	75.13	1.045574338
CCB1	CAPE	Infected	scaffold_10	853303	854303	75.463	75.13	1.004432317
CCB1	CAPE	Infected	scaffold_10	854303	854993	60.628986	75.13	0.806987701
CCB1	CAPE	Infected	scaffold_10	854997	855997	93.127	75.13	1.239544789
CCB1	CAPE	Infected	scaffold_10	855997	856997	115.565	75.13	1.538200453
CCB1	CAPE	Infected	scaffold_10	856997	857997	88.704	75.13	1.180673499
CCB1	CAPE	Infected	scaffold_10	857997	858997	73.146	75.13	0.97359244
CCB1	CAPE	Infected	scaffold_10	858997	859997	81.257	75.13	1.081551977
CCB1	CAPE	Infected	scaffold_10	859997	860997	89.283	75.13	1.188380141
CCB1	CAPE	Infected	scaffold_10	860997	861997	84.06	75.13	1.118860642
CCB1	CAPE	Infected	scaffold_10	861997	862997	76.852	75.13	1.022920272
CCB1	CAPE	Infected	scaffold_10	862997	863997	77.811	75.13	1.035684813
CCB1	CAPE	Infected	scaffold_10	863997	864997	75.903	75.13	1.010288833
CCB1	CAPE	Infected	scaffold_10	864997	865997	84.788	75.13	1.128550512
CCB1	CAPE	Infected	scaffold_10	865997	866997	82.96	75.13	1.104219353
CCB1	CAPE	Infected	scaffold_10	866997	867997	80.882	75.13	1.076560628
CCB1	CAPE	Infected	scaffold_10	867997	868997	80.961	75.13	1.077612139
CCB1	CAPE	Infected	scaffold_10	868997	869997	85.354	75.13	1.136084121
CCB1	CAPE	Infected	scaffold_10	869997	870997	72.922	75.13	0.970610941
CCB1	CAPE	Infected	scaffold_10	870997	871997	75.832	75.13	1.009343804
CCB1	CAPE	Infected	scaffold_10	871997	872997	75.652	75.13	1.006947957
CCB1	CAPE	Infected	scaffold_10	872997	873997	80.582	75.13	1.07256755
CCB1	CAPE	Infected	scaffold_10	873997	874997	68.239	75.13	0.908278983
CCB1	CAPE	Infected	scaffold_10	874997	875997	76.307	75.13	1.015666179
CCB1	CAPE	Infected	scaffold_10	875997	876997	73.218	75.13	0.974550779
CCB1	CAPE	Infected	scaffold_10	876997	877997	67.093	75.13	0.893025423
CCB1	CAPE	Infected	scaffold_10	877997	878997	69.7	75.13	0.927725276
CCB1	CAPE	Infected	scaffold_10	878997	879997	45.581	75.13	0.606695062
CCB1	CAPE	Infected	scaffold_10	879997	880997	86.519	75.13	1.151590576
CCB1	CAPE	Infected	scaffold_10	880997	881997	94.751	75.13	1.261160655
CCB1	CAPE	Infected	scaffold_10	881997	882997	88.137	75.13	1.173126581
CCB1	CAPE	Infected	scaffold_10	882997	883997	85.793	75.13	1.141927326
CCB1	CAPE	Infected	scaffold_10	883997	884997	77.118	75.13	1.026460801
CCB1	CAPE	Infected	scaffold_10	884997	885997	85.954	75.13	1.144070278
CCB1	CAPE	Infected	scaffold_10	885997	886997	81.629	75.13	1.086503394
CCB1	CAPE	Infected	scaffold_10	886997	887997	81.691	75.13	1.08732863
CCB1	CAPE	Infected	scaffold_10	887997	888997	81.68	75.13	1.087182217
CCB1	CAPE	Infected	scaffold_10	888997	889997	79.784	75.13	1.06194596
CCB1	CAPE	Infected	scaffold_10	889997	890997	87.325	75.13	1.162318648
CCB1	CAPE	Infected	scaffold_10	890997	891997	78.805	75.13	1.048915214
CCB1	CAPE	Infected	scaffold_10	891997	892997	83.109	75.13	1.106202582
CCB1	CAPE	Infected	scaffold_10	892997	893997	79.009	75.13	1.051630507
CCB1	CAPE	Infected	scaffold_10	893997	894997	61.702	75.13	0.821269799
CCB1	CAPE	Infected	scaffold_10	894997	895997	81.178	75.13	1.080500466
CCB1	CAPE	Infected	scaffold_10	895997	896997	83.921	75.13	1.117010515
CCB1	CAPE	Infected	scaffold_10	896997	897997	111.377	75.13	1.482457074
CCB1	CAPE	Infected	scaffold_10	897997	898997	83.538	75.13	1.111912685
CCB1	CAPE	Infected	scaffold_10	898997	899997	84.621	75.13	1.126327699
CCB1	CAPE	Infected	scaffold_10	899997	900997	87.044	75.13	1.158578464
CCB1	CAPE	Infected	scaffold_10	900997	901997	78.781	75.13	1.048595767
CCB1	CAPE	Infected	scaffold_10	901997	902997	75.485	75.13	1.004725143
CCB1	CAPE	Infected	scaffold_10	902997	903997	82.086	75.13	1.092586184
CCB1	CAPE	Infected	scaffold_10	903997	904997	81.176	75.13	1.080473845
CCB1	CAPE	Infected	scaffold_10	904997	905997	75.5	75.13	1.004924797
CCB1	CAPE	Infected	scaffold_10	905997	906997	77.383	75.13	1.029988021
CCB1	CAPE	Infected	scaffold_10	906997	907997	91.304	75.13	1.215280181
CCB1	CAPE	Infected	scaffold_10	907997	908997	86.439	75.13	1.150525755
CCB1	CAPE	Infected	scaffold_10	908997	909997	85.779	75.13	1.141740982
CCB1	CAPE	Infected	scaffold_10	909997	910997	79.404	75.13	1.056888061
CCB1	CAPE	Infected	scaffold_10	910997	911997	78.367	75.13	1.043085319
CCB1	CAPE	Infected	scaffold_10	911997	912997	78.081	75.13	1.039278584
CCB1	CAPE	Infected	scaffold_10	912997	913997	77.669	75.13	1.033794756
CCB1	CAPE	Infected	scaffold_10	913997	914997	86.7	75.13	1.153999734
CCB1	CAPE	Infected	scaffold_10	914997	915997	87.644	75.13	1.166564621
CCB1	CAPE	Infected	scaffold_10	915997	916997	79.885	75.13	1.063290297
CCB1	CAPE	Infected	scaffold_10	916997	917997	78.909	75.13	1.050299481
CCB1	CAPE	Infected	scaffold_10	917997	918997	80.72	75.13	1.074404366
CCB1	CAPE	Infected	scaffold_10	918997	919997	80.754	75.13	1.074856915
CCB1	CAPE	Infected	scaffold_10	919997	920997	82.062	75.13	1.092266738
CCB1	CAPE	Infected	scaffold_10	920997	921997	86.349	75.13	1.149327832
CCB1	CAPE	Infected	scaffold_10	921997	922997	88.397	75.13	1.176587249
CCB1	CAPE	Infected	scaffold_10	922997	923997	90.786	75.13	1.208385465
CCB1	CAPE	Infected	scaffold_10	923997	924997	75.417	75.13	1.003820045
CCB1	CAPE	Infected	scaffold_10	924997	925997	85.496	75.13	1.137974178
CCB1	CAPE	Infected	scaffold_10	925997	926997	92.747	75.13	1.234486889
CCB1	CAPE	Infected	scaffold_10	926997	927997	81.917	75.13	1.09033675
CCB1	CAPE	Infected	scaffold_10	927997	928997	80.551	75.13	1.072154931
CCB1	CAPE	Infected	scaffold_10	928997	929997	82.352	75.13	1.096126714
CCB1	CAPE	Infected	scaffold_10	929997	930997	70.217	75.13	0.934606682
CCB1	CAPE	Infected	scaffold_10	930997	931997	80.419	75.13	1.070397977
CCB1	CAPE	Infected	scaffold_10	931997	932997	84.03	75.13	1.118461334
CCB1	CAPE	Infected	scaffold_10	932997	933997	77.69	75.13	1.034074271
CCB1	CAPE	Infected	scaffold_10	933997	934997	77.237	75.13	1.028044722
CCB1	CAPE	Infected	scaffold_10	934997	935997	77.885	75.13	1.036669772
CCB1	CAPE	Infected	scaffold_10	935997	936997	75.481	75.13	1.004671902
CCB1	CAPE	Infected	scaffold_10	936997	937997	77.765	75.13	1.035072541
CCB1	CAPE	Infected	scaffold_10	937997	938997	86.749	75.13	1.154651937
CCB1	CAPE	Infected	scaffold_10	938997	939997	83.176	75.13	1.10709437
CCB1	CAPE	Infected	scaffold_10	939997	940997	86.645	75.13	1.153267669
CCB1	CAPE	Infected	scaffold_10	940997	941878	81.660613	75.13	1.086924171
CCB1	CAPE	Infected	scaffold_10	941879	942879	78.549	75.13	1.045507787
CCB1	CAPE	Infected	scaffold_10	942879	943879	83.778	75.13	1.115107148
CCB1	CAPE	Infected	scaffold_10	943879	944879	88.074	75.13	1.172288034
CCB1	CAPE	Infected	scaffold_10	944879	945879	80.275	75.13	1.068481299
CCB1	CAPE	Infected	scaffold_10	945879	946879	71.899	75.13	0.956994543
CCB1	CAPE	Infected	scaffold_10	946879	947879	78.67	75.13	1.047118328
CCB1	CAPE	Infected	scaffold_10	947879	948879	87.057	75.13	1.158751497
CCB1	CAPE	Infected	scaffold_10	948879	949879	92.628	75.13	1.232902968
CCB1	CAPE	Infected	scaffold_10	949879	950879	73.692	75.13	0.980859843
CCB1	CAPE	Infected	scaffold_10	950879	951487	39.633224	75.13	0.527528604
CCB1	CAPE	Infected	scaffold_10	951584	952584	36.47	75.13	0.485425263
CCB1	CAPE	Infected	scaffold_10	952584	952738	15.051948	75.13	0.200345375
CCB1	CAPE	Infected	scaffold_10	952808	953808	46.5	75.13	0.618927193
CCB1	CAPE	Infected	scaffold_10	953808	954808	36	75.13	0.47916944
CCB1	CAPE	Infected	scaffold_10	954808	955808	24.352	75.13	0.324131505
CCB1	CAPE	Infected	scaffold_10	955808	956808	37.499	75.13	0.499121523
CCB1	CAPE	Infected	scaffold_10	956808	957808	94.744	75.13	1.261067483
CCB1	CAPE	Infected	scaffold_10	957808	958545	76.495251	75.13	1.018171849
CCB1	CAPE	Infected	scaffold_10	958638	958661	0.913043	75.13	0.012152842
CCB1	CAPE	Infected	scaffold_10	958684	959684	30.29	75.13	0.403167842
CCB1	CAPE	Infected	scaffold_10	959684	960684	51.649	75.13	0.687461733
CCB1	CAPE	Infected	scaffold_10	960684	961011	21.764526	75.13	0.289691548
CCB1	CAPE	Infected	scaffold_10	961025	961522	3.239437	75.13	0.043117756
CCB1	CAPE	Infected	scaffold_10	961567	962567	16.765	75.13	0.223146546
CCB1	CAPE	Infected	scaffold_10	962567	963167	8.193333	75.13	0.109055411
CCB1	CAPE	Infected	scaffold_10	963190	964190	25.86	75.13	0.344203381
CCB1	CAPE	Infected	scaffold_10	964190	964481	19.701031	75.13	0.262225888
CCB1	CAPE	Infected	scaffold_10	964488	964958	14.774468	75.13	0.196652043
CCB1	CAPE	Infected	scaffold_10	965028	966028	32.728	75.13	0.435618262
CCB1	CAPE	Infected	scaffold_10	966028	967028	38.485	75.13	0.512245441
CCB1	CAPE	Infected	scaffold_10	967028	968028	54.78	75.13	0.729136164
CCB1	CAPE	Infected	scaffold_10	968028	969028	114.803	75.13	1.528058033
CCB1	CAPE	Infected	scaffold_10	969028	970028	32.729	75.13	0.435631572
CCB1	CAPE	Infected	scaffold_10	970028	971028	21.52	75.13	0.286436843
CCB1	CAPE	Infected	scaffold_10	971028	972028	49.482	75.13	0.658618395
CCB1	CAPE	Infected	scaffold_10	972028	973028	34.589	75.13	0.46038866
CCB1	CAPE	Infected	scaffold_10	973028	973945	21.579062	75.13	0.287222974
CCB1	CAPE	Infected	scaffold_10	974007	974188	3.392265	75.13	0.045151937
CCB1	CAPE	Infected	scaffold_10	974189	975002	16.257073	75.13	0.216385904
