Scaffold	Start	Coverage	Blanked
scaffold_10	22513	383	1314
scaffold_10	22514	380	1315
scaffold_10	22515	381	1316
scaffold_10	22516	370	1317
scaffold_10	22517	377	1318
scaffold_10	22518	375	1319
scaffold_10	22519	368	1320
scaffold_10	22520	368	1321
scaffold_10	22521	355	1322
scaffold_10	22522	353	1323
scaffold_10	22523	344	1324
scaffold_10	22524	333	1325
scaffold_10	22525	335	1326
scaffold_10	22526	334	1327
scaffold_10	22527	331	1328
scaffold_10	22528	313	1329
scaffold_10	22529	319	1330
scaffold_10	22530	296	1331
scaffold_10	22531	285	1332
scaffold_10	22532	288	1333
scaffold_10	22533	238	1334
scaffold_10	22534	238	1335
scaffold_10	22535	230	1336
scaffold_10	22536	234	1337
scaffold_10	22537	223	1338
scaffold_10	22538	230	1339
scaffold_10	22539	232	1340
scaffold_10	22540	232	1341
scaffold_10	22541	232	1342
scaffold_10	22542	230	1343
scaffold_10	22543	232	1344
scaffold_10	22544	230	1345
scaffold_10	22545	228	1346
scaffold_10	22546	223	1347
scaffold_10	22547	213	1348
scaffold_10	22548	208	1349
scaffold_10	22549	195	1350
scaffold_10	22550	200	1351
scaffold_10	22551	201	1352
scaffold_10	22552	199	1353
scaffold_10	22553	199	1354
scaffold_10	22554	198	1355
scaffold_10	22555	201	1356
scaffold_10	22556	199	1357
scaffold_10	22557	198	1358
scaffold_10	22558	196	1359
scaffold_10	22559	199	1360
scaffold_10	22560	199	1361
scaffold_10	22561	198	1362
scaffold_10	22562	199	1363
scaffold_10	22563	196	1364
scaffold_10	22564	199	1365
scaffold_10	22565	195	1366
scaffold_10	22566	181	1367
scaffold_10	22567	177	1368
scaffold_10	22568	175	1369
scaffold_10	22569	170	1370
scaffold_10	22570	171	1371
scaffold_10	22571	156	1372
scaffold_10	22572	157	1373
scaffold_10	22573	157	1374
scaffold_10	22574	151	1375
scaffold_10	22575	143	1376
scaffold_10	22576	143	1377
scaffold_10	22577	134	1378
scaffold_10	22578	132	1379
scaffold_10	22579	131	1380
scaffold_10	22580	130	1381
scaffold_10	22581	113	1382
scaffold_10	22582	104	1383
scaffold_10	22583	63	1384
scaffold_10	22584	57	1385
scaffold_10	22585	57	1386
scaffold_10	22586	54	1387
scaffold_10	22587	38	1388
scaffold_10	22588	36	1389
scaffold_10	22589	24	1390
scaffold_10	22590	22	1391
scaffold_10	22591	18	1392
scaffold_10	22592	12	1393
scaffold_10	22593	8	1394
scaffold_10	22594	8	1395
scaffold_10	22595	6	1396
scaffold_10	22596	6	1397
scaffold_10	22597	7	1398
scaffold_10	22598	8	1399
scaffold_10	22599	8	1400
scaffold_10	22600	8	1401
scaffold_10	22601	8	1402
scaffold_10	22602	8	1403
scaffold_10	22603	8	1404
scaffold_10	22604	6	1405
scaffold_10	22605	7	1406
scaffold_10	22606	8	1407
scaffold_10	22607	8	1408
scaffold_10	22608	8	1409
scaffold_10	22609	8	1410
scaffold_10	22610	8	1411
scaffold_10	22611	8	1412
scaffold_10	22612	8	1413
scaffold_10	22613	8	1414
scaffold_10	22614	8	1415
scaffold_10	22615	8	1416
scaffold_10	22616	4	1417
scaffold_10	22617	4	1418
scaffold_10	22618	3	1419
scaffold_10	22619	3	1420
scaffold_10	22620	3	1421
scaffold_10	22621	3	1422
scaffold_10	22622	3	1423
scaffold_10	22623	3	1424
scaffold_10	22624	2	1425
scaffold_10	22625	3	1426
scaffold_10	22626	3	1427
scaffold_10	22627	3	1428
scaffold_10	22628	2	1429
scaffold_10	22629	1	1430
scaffold_10	22630	1	1431
scaffold_10	22631	1	1432
scaffold_10	22633	1	1434
scaffold_10	22634	1	1435
scaffold_10	22635	1	1436
scaffold_10	22637	1	1438
scaffold_10	22638	1	1439
scaffold_10	22639	1	1440
scaffold_10	22640	1	1441
scaffold_10	22643	1	1444
scaffold_10	22644	1	1445
scaffold_10	22645	1	1446
scaffold_10	22646	1	1447
scaffold_10	22658	2	1459
scaffold_10	22659	2	1460
scaffold_10	22660	2	1461
scaffold_10	22661	2	1462
scaffold_10	22662	2	1463
scaffold_10	22663	2	1464
scaffold_10	22664	2	1465
scaffold_10	22665	2	1466
scaffold_10	22666	2	1467
scaffold_10	22667	2	1468
scaffold_10	22668	2	1469
scaffold_10	22669	2	1470
scaffold_10	22670	2	1471
scaffold_10	22671	2	1472
scaffold_10	22672	2	1473
scaffold_10	22673	2	1474
scaffold_10	22674	2	1475
scaffold_10	22675	2	1476
scaffold_10	22676	2	1477
scaffold_10	22677	2	1478
scaffold_10	22678	2	1479
scaffold_10	22679	5	1480
scaffold_10	22680	5	1481
scaffold_10	22681	5	1482
scaffold_10	22682	5	1483
scaffold_10	22683	5	1484
scaffold_10	22684	5	1485
scaffold_10	22685	5	1486
scaffold_10	22686	5	1487
scaffold_10	22687	5	1488
scaffold_10	22688	5	1489
scaffold_10	22689	5	1490
scaffold_10	22690	5	1491
scaffold_10	22691	5	1492
scaffold_10	22692	5	1493
scaffold_10	22693	5	1494
scaffold_10	22694	5	1495
scaffold_10	22695	5	1496
scaffold_10	22696	5	1497
scaffold_10	22697	5	1498
scaffold_10	22698	5	1499
scaffold_10	22699	5	1500
scaffold_10	22700	5	1501
scaffold_10	22701	5	1502
scaffold_10	22702	8	1503
scaffold_10	22703	8	1504
scaffold_10	22704	8	1505
scaffold_10	22705	8	1506
scaffold_10	22706	8	1507
scaffold_10	22707	8	1508
scaffold_10	22708	8	1509
scaffold_10	22709	8	1510
scaffold_10	22710	8	1511
scaffold_10	22711	8	1512
scaffold_10	22712	8	1513
scaffold_10	22713	8	1514
scaffold_10	22714	8	1515
scaffold_10	22715	8	1516
scaffold_10	22716	8	1517
scaffold_10	22717	8	1518
scaffold_10	22718	8	1519
scaffold_10	22719	8	1520
scaffold_10	22720	8	1521
scaffold_10	22721	8	1522
scaffold_10	22722	8	1523
scaffold_10	22723	8	1524
scaffold_10	22724	8	1525
scaffold_10	22725	8	1526
scaffold_10	22726	8	1527
scaffold_10	22727	8	1528
scaffold_10	22728	8	1529
scaffold_10	22729	8	1530
scaffold_10	22730	8	1531
scaffold_10	22731	8	1532
scaffold_10	22732	8	1533
scaffold_10	22733	8	1534
scaffold_10	22734	8	1535
scaffold_10	22735	8	1536
scaffold_10	22736	8	1537
scaffold_10	22737	8	1538
scaffold_10	22738	8	1539
scaffold_10	22739	8	1540
scaffold_10	22740	8	1541
scaffold_10	22741	8	1542
scaffold_10	22742	8	1543
scaffold_10	22743	8	1544
scaffold_10	22744	8	1545
scaffold_10	22745	8	1546
scaffold_10	22746	8	1547
scaffold_10	22747	8	1548
scaffold_10	22748	8	1549
scaffold_10	22749	8	1550
scaffold_10	22750	8	1551
scaffold_10	22751	8	1552
scaffold_10	22752	8	1553
scaffold_10	22753	9	1554
scaffold_10	22754	9	1555
scaffold_10	22755	9	1556
scaffold_10	22756	9	1557
scaffold_10	22757	9	1558
scaffold_10	22758	9	1559
scaffold_10	22759	9	1560
scaffold_10	22760	9	1561
scaffold_10	22761	9	1562
scaffold_10	22762	9	1563
scaffold_10	22763	9	1564
scaffold_10	22764	9	1565
scaffold_10	22765	9	1566
scaffold_10	22766	9	1567
scaffold_10	22767	9	1568
scaffold_10	22768	9	1569
scaffold_10	22769	9	1570
scaffold_10	22770	9	1571
scaffold_10	22771	9	1572
scaffold_10	22772	9	1573
scaffold_10	22773	9	1574
scaffold_10	22774	9	1575
scaffold_10	22775	9	1576
scaffold_10	22776	9	1577
scaffold_10	22777	9	1578
scaffold_10	22778	9	1579
scaffold_10	22779	9	1580
scaffold_10	22780	9	1581
scaffold_10	22781	9	1582
scaffold_10	22782	9	1583
scaffold_10	22783	9	1584
scaffold_10	22784	9	1585
scaffold_10	22785	9	1586
scaffold_10	22786	9	1587
scaffold_10	22787	9	1588
scaffold_10	22788	9	1589
scaffold_10	22789	9	1590
scaffold_10	22790	9	1591
scaffold_10	22791	9	1592
scaffold_10	22792	9	1593
scaffold_10	22793	9	1594
scaffold_10	22794	9	1595
scaffold_10	22795	9	1596
scaffold_10	22796	9	1597
scaffold_10	22797	9	1598
scaffold_10	22798	9	1599
scaffold_10	22799	9	1600
scaffold_10	22800	9	1601
scaffold_10	22801	9	1602
scaffold_10	22802	9	1603
scaffold_10	22803	9	1604
scaffold_10	22804	9	1605
scaffold_10	22805	9	1606
scaffold_10	22806	9	1607
scaffold_10	22807	9	1608
scaffold_10	22808	7	1609
scaffold_10	22809	7	1610
scaffold_10	22810	7	1611
scaffold_10	22811	7	1612
scaffold_10	22812	7	1613
scaffold_10	22813	7	1614
scaffold_10	22814	7	1615
scaffold_10	22815	7	1616
scaffold_10	22816	7	1617
scaffold_10	22817	7	1618
scaffold_10	22818	7	1619
scaffold_10	22819	7	1620
scaffold_10	22820	7	1621
scaffold_10	22821	7	1622
scaffold_10	22822	7	1623
scaffold_10	22823	7	1624
scaffold_10	22824	7	1625
scaffold_10	22825	7	1626
scaffold_10	22826	7	1627
scaffold_10	22827	7	1628
scaffold_10	22828	7	1629
scaffold_10	22829	4	1630
scaffold_10	22830	4	1631
scaffold_10	22831	4	1632
scaffold_10	22832	4	1633
scaffold_10	22833	4	1634
scaffold_10	22834	4	1635
scaffold_10	22835	4	1636
scaffold_10	22836	4	1637
scaffold_10	22837	4	1638
scaffold_10	22838	4	1639
scaffold_10	22839	4	1640
scaffold_10	22840	4	1641
scaffold_10	22841	4	1642
scaffold_10	22842	4	1643
scaffold_10	22843	4	1644
scaffold_10	22844	4	1645
scaffold_10	22845	4	1646
scaffold_10	22846	4	1647
scaffold_10	22847	4	1648
scaffold_10	22848	4	1649
scaffold_10	22849	4	1650
scaffold_10	22850	4	1651
scaffold_10	22851	6	1652
scaffold_10	22852	6	1653
scaffold_10	22853	6	1654
scaffold_10	22854	6	1655
scaffold_10	22855	6	1656
scaffold_10	22856	6	1657
scaffold_10	22857	6	1658
scaffold_10	22858	6	1659
scaffold_10	22859	7	1660
scaffold_10	22860	7	1661
scaffold_10	22861	7	1662
scaffold_10	22862	7	1663
scaffold_10	22863	7	1664
scaffold_10	22864	7	1665
scaffold_10	22865	7	1666
scaffold_10	22866	7	1667
scaffold_10	22867	7	1668
scaffold_10	22868	7	1669
scaffold_10	22869	7	1670
scaffold_10	22870	7	1671
scaffold_10	22871	7	1672
scaffold_10	22872	7	1673
scaffold_10	22873	7	1674
scaffold_10	22874	7	1675
scaffold_10	22875	7	1676
scaffold_10	22876	7	1677
scaffold_10	22877	10	1678
scaffold_10	22878	10	1679
scaffold_10	22879	10	1680
scaffold_10	22880	10	1681
scaffold_10	22881	10	1682
scaffold_10	22882	10	1683
scaffold_10	22883	10	1684
scaffold_10	22884	10	1685
scaffold_10	22885	10	1686
scaffold_10	22886	10	1687
scaffold_10	22887	10	1688
scaffold_10	22888	10	1689
scaffold_10	22889	10	1690
scaffold_10	22890	10	1691
scaffold_10	22891	10	1692
scaffold_10	22892	10	1693
scaffold_10	22893	10	1694
scaffold_10	22894	13	1695
scaffold_10	22895	13	1696
scaffold_10	22896	13	1697
scaffold_10	22897	13	1698
scaffold_10	22898	13	1699
scaffold_10	22899	13	1700
scaffold_10	22900	13	1701
scaffold_10	22901	13	1702
scaffold_10	22902	13	1703
scaffold_10	22903	13	1704
scaffold_10	22904	13	1705
scaffold_10	22905	13	1706
scaffold_10	22906	13	1707
scaffold_10	22907	13	1708
scaffold_10	22908	13	1709
scaffold_10	22909	13	1710
scaffold_10	22910	13	1711
scaffold_10	22911	13	1712
scaffold_10	22912	13	1713
scaffold_10	22913	12	1714
scaffold_10	22914	13	1715
scaffold_10	22915	13	1716
scaffold_10	22916	13	1717
scaffold_10	22917	13	1718
scaffold_10	22918	13	1719
scaffold_10	22919	14	1720
scaffold_10	22920	14	1721
scaffold_10	22921	14	1722
scaffold_10	22922	14	1723
scaffold_10	22923	14	1724
scaffold_10	22924	14	1725
scaffold_10	22925	14	1726
scaffold_10	22926	14	1727
scaffold_10	22927	14	1728
scaffold_10	22928	14	1729
scaffold_10	22929	14	1730
scaffold_10	22930	14	1731
scaffold_10	22931	14	1732
scaffold_10	22932	14	1733
scaffold_10	22933	14	1734
scaffold_10	22934	14	1735
scaffold_10	22935	14	1736
scaffold_10	22936	14	1737
scaffold_10	22937	14	1738
scaffold_10	22938	14	1739
scaffold_10	22939	14	1740
scaffold_10	22940	14	1741
scaffold_10	22941	14	1742
scaffold_10	22942	14	1743
scaffold_10	22943	14	1744
scaffold_10	22944	14	1745
scaffold_10	22945	14	1746
scaffold_10	22946	14	1747
scaffold_10	22947	14	1748
scaffold_10	22948	14	1749
scaffold_10	22949	14	1750
scaffold_10	22950	14	1751
scaffold_10	22951	14	1752
scaffold_10	22952	14	1753
scaffold_10	22953	14	1754
scaffold_10	22954	14	1755
scaffold_10	22955	14	1756
scaffold_10	22956	14	1757
scaffold_10	22957	14	1758
scaffold_10	22958	14	1759
scaffold_10	22959	14	1760
scaffold_10	22960	14	1761
scaffold_10	22961	14	1762
scaffold_10	22962	11	1763
scaffold_10	22963	11	1764
scaffold_10	22964	11	1765
scaffold_10	22965	11	1766
scaffold_10	22966	11	1767
scaffold_10	22967	11	1768
scaffold_10	22968	11	1769
scaffold_10	22969	11	1770
scaffold_10	22970	11	1771
scaffold_10	22971	11	1772
scaffold_10	22972	11	1773
scaffold_10	22973	11	1774
scaffold_10	22974	11	1775
scaffold_10	22975	11	1776
scaffold_10	22976	11	1777
scaffold_10	22977	11	1778
scaffold_10	22978	11	1779
scaffold_10	22979	11	1780
scaffold_10	22980	14	1781
scaffold_10	22981	14	1782
scaffold_10	22982	14	1783
scaffold_10	22983	14	1784
scaffold_10	22984	14	1785
scaffold_10	22985	14	1786
scaffold_10	22986	14	1787
scaffold_10	22987	14	1788
scaffold_10	22988	14	1789
scaffold_10	22989	14	1790
scaffold_10	22990	14	1791
scaffold_10	22991	14	1792
scaffold_10	22992	14	1793
scaffold_10	22993	13	1794
scaffold_10	22994	13	1795
scaffold_10	22995	13	1796
scaffold_10	22996	13	1797
scaffold_10	22997	13	1798
scaffold_10	22998	13	1799
scaffold_10	22999	13	1800
scaffold_10	23000	13	1801
scaffold_10	23001	11	1802
scaffold_10	23002	11	1803
scaffold_10	23003	11	1804
scaffold_10	23004	11	1805
scaffold_10	23005	11	1806
scaffold_10	23006	11	1807
scaffold_10	23007	11	1808
scaffold_10	23008	11	1809
scaffold_10	23009	9	1810
scaffold_10	23010	10	1811
scaffold_10	23011	10	1812
scaffold_10	23012	10	1813
scaffold_10	23013	10	1814
scaffold_10	23014	10	1815
scaffold_10	23015	10	1816
scaffold_10	23016	10	1817
scaffold_10	23017	10	1818
scaffold_10	23018	10	1819
scaffold_10	23019	10	1820
scaffold_10	23020	10	1821
scaffold_10	23021	10	1822
scaffold_10	23022	10	1823
scaffold_10	23023	10	1824
scaffold_10	23024	10	1825
scaffold_10	23025	10	1826
scaffold_10	23026	10	1827
scaffold_10	23027	7	1828
scaffold_10	23028	6	1829
scaffold_10	23029	7	1830
scaffold_10	23030	7	1831
scaffold_10	23031	7	1832
scaffold_10	23032	7	1833
scaffold_10	23033	7	1834
scaffold_10	23034	7	1835
scaffold_10	23035	7	1836
scaffold_10	23036	8	1837
scaffold_10	23037	8	1838
scaffold_10	23038	8	1839
scaffold_10	23039	8	1840
scaffold_10	23040	8	1841
scaffold_10	23041	8	1842
scaffold_10	23042	8	1843
scaffold_10	23043	8	1844
scaffold_10	23044	8	1845
scaffold_10	23045	8	1846
scaffold_10	23046	8	1847
scaffold_10	23047	8	1848
scaffold_10	23048	8	1849
scaffold_10	23049	8	1850
scaffold_10	23050	8	1851
scaffold_10	23051	8	1852
scaffold_10	23052	8	1853
scaffold_10	23053	7	1854
scaffold_10	23054	8	1855
scaffold_10	23055	8	1856
scaffold_10	23056	8	1857
scaffold_10	23057	8	1858
scaffold_10	23058	8	1859
scaffold_10	23059	7	1860
scaffold_10	23060	8	1861
scaffold_10	23061	8	1862
scaffold_10	23062	8	1863
scaffold_10	23063	8	1864
scaffold_10	23064	8	1865
scaffold_10	23065	8	1866
scaffold_10	23066	8	1867
scaffold_10	23067	8	1868
scaffold_10	23068	9	1869
scaffold_10	23069	8	1870
scaffold_10	23070	8	1871
scaffold_10	23071	8	1872
scaffold_10	23072	8	1873
scaffold_10	23073	8	1874
scaffold_10	23074	8	1875
scaffold_10	23075	8	1876
scaffold_10	23076	8	1877
scaffold_10	23077	8	1878
scaffold_10	23078	8	1879
scaffold_10	23079	7	1880
scaffold_10	23080	8	1881
scaffold_10	23081	7	1882
scaffold_10	23082	7	1883
scaffold_10	23083	8	1884
scaffold_10	23084	7	1885
scaffold_10	23085	8	1886
scaffold_10	23086	8	1887
scaffold_10	23087	8	1888
scaffold_10	23088	8	1889
scaffold_10	23089	8	1890
scaffold_10	23090	8	1891
scaffold_10	23091	8	1892
scaffold_10	23092	8	1893
scaffold_10	23093	8	1894
scaffold_10	23094	8	1895
scaffold_10	23095	8	1896
scaffold_10	23096	8	1897
scaffold_10	23097	8	1898
scaffold_10	23098	8	1899
scaffold_10	23099	8	1900
scaffold_10	23100	8	1901
scaffold_10	23101	6	1902
scaffold_10	23102	8	1903
scaffold_10	23103	8	1904
scaffold_10	23104	8	1905
scaffold_10	23105	8	1906
scaffold_10	23106	8	1907
scaffold_10	23107	8	1908
scaffold_10	23108	8	1909
scaffold_10	23109	8	1910
scaffold_10	23110	8	1911
scaffold_10	23111	8	1912
scaffold_10	23112	8	1913
scaffold_10	23113	8	1914
scaffold_10	23114	8	1915
scaffold_10	23115	8	1916
scaffold_10	23116	8	1917
scaffold_10	23117	9	1918
scaffold_10	23118	9	1919
scaffold_10	23119	9	1920
scaffold_10	23120	9	1921
scaffold_10	23121	9	1922
scaffold_10	23122	9	1923
scaffold_10	23123	9	1924
scaffold_10	23124	9	1925
scaffold_10	23125	8	1926
scaffold_10	23126	9	1927
scaffold_10	23127	9	1928
scaffold_10	23128	9	1929
scaffold_10	23129	9	1930
scaffold_10	23130	9	1931
scaffold_10	23131	9	1932
scaffold_10	23132	8	1933
scaffold_10	23133	9	1934
scaffold_10	23134	9	1935
scaffold_10	23135	6	1936
scaffold_10	23136	6	1937
scaffold_10	23137	6	1938
scaffold_10	23138	6	1939
scaffold_10	23139	6	1940
scaffold_10	23140	6	1941
scaffold_10	23141	6	1942
scaffold_10	23142	6	1943
scaffold_10	23143	6	1944
scaffold_10	23144	6	1945
scaffold_10	23145	6	1946
scaffold_10	23146	6	1947
scaffold_10	23147	6	1948
scaffold_10	23148	6	1949
scaffold_10	23149	6	1950
scaffold_10	23150	6	1951
scaffold_10	23151	6	1952
scaffold_10	23152	6	1953
scaffold_10	23153	6	1954
scaffold_10	23154	6	1955
scaffold_10	23155	6	1956
scaffold_10	23156	6	1957
scaffold_10	23157	6	1958
scaffold_10	23158	6	1959
scaffold_10	23159	6	1960
scaffold_10	23160	6	1961
scaffold_10	23161	6	1962
scaffold_10	23162	6	1963
scaffold_10	23163	6	1964
scaffold_10	23164	6	1965
scaffold_10	23165	6	1966
scaffold_10	23166	6	1967
scaffold_10	23167	6	1968
scaffold_10	23168	6	1969
scaffold_10	23169	6	1970
scaffold_10	23170	6	1971
scaffold_10	23171	6	1972
scaffold_10	23172	6	1973
scaffold_10	23173	6	1974
scaffold_10	23174	6	1975
scaffold_10	23175	6	1976
scaffold_10	23176	6	1977
scaffold_10	23177	6	1978
scaffold_10	23178	6	1979
scaffold_10	23179	6	1980
scaffold_10	23180	6	1981
scaffold_10	23181	6	1982
scaffold_10	23182	6	1983
scaffold_10	23183	6	1984
scaffold_10	23184	6	1985
scaffold_10	23185	6	1986
scaffold_10	23186	5	1987
scaffold_10	23187	5	1988
scaffold_10	23188	5	1989
scaffold_10	23189	5	1990
scaffold_10	23190	5	1991
scaffold_10	23191	5	1992
scaffold_10	23192	5	1993
scaffold_10	23193	5	1994
scaffold_10	23194	5	1995
scaffold_10	23195	5	1996
scaffold_10	23196	5	1997
scaffold_10	23197	5	1998
scaffold_10	23198	5	1999
scaffold_10	23199	5	2000
scaffold_10	23200	5	2001
scaffold_10	23201	5	2002
scaffold_10	23202	5	2003
scaffold_10	23203	5	2004
scaffold_10	23204	6	2005
scaffold_10	23205	6	2006
scaffold_10	23206	6	2007
scaffold_10	23207	6	2008
scaffold_10	23208	6	2009
scaffold_10	23209	3	2010
scaffold_10	23210	3	2011
scaffold_10	23211	3	2012
scaffold_10	23212	3	2013
scaffold_10	23213	3	2014
scaffold_10	23214	3	2015
scaffold_10	23215	3	2016
scaffold_10	23216	3	2017
scaffold_10	23217	3	2018
scaffold_10	23218	2	2019
scaffold_10	23219	2	2020
scaffold_10	23220	2	2021
scaffold_10	23221	2	2022
scaffold_10	23222	2	2023
scaffold_10	23223	2	2024
scaffold_10	23224	2	2025
scaffold_10	23225	2	2026
scaffold_10	23226	2	2027
scaffold_10	23227	2	2028
scaffold_10	23228	2	2029
scaffold_10	23229	2	2030
scaffold_10	23230	2	2031
scaffold_10	23231	2	2032
scaffold_10	23232	2	2033
scaffold_10	23233	2	2034
scaffold_10	23234	2	2035
scaffold_10	23235	2	2036
scaffold_10	23236	2	2037
scaffold_10	23237	2	2038
scaffold_10	23238	2	2039
scaffold_10	23239	2	2040
scaffold_10	23240	2	2041
scaffold_10	23241	2	2042
scaffold_10	23242	2	2043
scaffold_10	23243	2	2044
scaffold_10	23244	2	2045
scaffold_10	23245	2	2046
scaffold_10	23246	2	2047
scaffold_10	23247	2	2048
scaffold_10	23248	2	2049
scaffold_10	23249	2	2050
scaffold_10	23250	2	2051
scaffold_10	23251	2	2052
scaffold_10	23252	2	2053
scaffold_10	23253	2	2054
scaffold_10	23254	2	2055
scaffold_10	23255	2	2056
scaffold_10	23256	2	2057
scaffold_10	23257	2	2058
scaffold_10	23258	2	2059
scaffold_10	23259	1	2060
scaffold_10	23260	2	2061
scaffold_10	23261	2	2062
scaffold_10	23262	2	2063
scaffold_10	23263	2	2064
scaffold_10	23264	2	2065
scaffold_10	23265	2	2066
scaffold_10	23266	2	2067
scaffold_10	23267	1	2068
scaffold_10	23268	1	2069
scaffold_10	23269	1	2070
scaffold_10	23270	1	2071
scaffold_10	23271	1	2072
scaffold_10	23272	1	2073
scaffold_10	23273	1	2074
scaffold_10	23274	1	2075
scaffold_10	23275	1	2076
scaffold_10	23276	1	2077
scaffold_10	23277	1	2078
scaffold_10	23278	1	2079
scaffold_10	23279	1	2080
scaffold_10	23280	1	2081
scaffold_10	23281	1	2082
scaffold_10	23282	1	2083
scaffold_10	23283	1	2084
scaffold_10	23284	1	2085
scaffold_10	23285	1	2086
scaffold_10	23286	1	2087
scaffold_10	23287	1	2088
scaffold_10	23288	1	2089
scaffold_10	23289	1	2090
scaffold_10	23290	1	2091
scaffold_10	23291	1	2092
scaffold_10	23292	1	2093
scaffold_10	23293	1	2094
scaffold_10	23294	1	2095
scaffold_10	23295	1	2096
scaffold_10	23296	1	2097
scaffold_10	23297	1	2098
scaffold_10	23298	1	2099
scaffold_10	23299	1	2100
scaffold_10	23300	1	2101
scaffold_10	23301	1	2102
scaffold_10	23302	1	2103
scaffold_10	23303	1	2104
scaffold_10	23304	1	2105
scaffold_10	23305	1	2106
scaffold_10	23306	1	2107
scaffold_10	23307	1	2108
scaffold_10	23308	1	2109
scaffold_10	23309	1	2110
scaffold_10	23310	1	2111
scaffold_10	23311	1	2112
scaffold_10	23312	1	2113
scaffold_10	23313	1	2114
scaffold_10	23314	1	2115
scaffold_10	23315	1	2116
scaffold_10	23316	1	2117
scaffold_10	23317	1	2118
scaffold_10	23318	1	2119
scaffold_10	23319	1	2120
scaffold_10	23320	1	2121
scaffold_10	23321	1	2122
scaffold_10	23322	1	2123
scaffold_10	23323	1	2124
scaffold_10	23324	1	2125
scaffold_10	23325	1	2126
scaffold_10	23326	1	2127
scaffold_10	23327	1	2128
scaffold_10	23328	1	2129
scaffold_10	23329	1	2130
scaffold_10	23330	1	2131
scaffold_10	23331	1	2132
scaffold_10	23332	1	2133
scaffold_10	23333	1	2134
scaffold_10	23334	1	2135
scaffold_10	23335	1	2136
scaffold_10	23336	1	2137
scaffold_10	23337	1	2138
scaffold_10	23338	1	2139
scaffold_10	23339	1	2140
scaffold_10	23340	1	2141
scaffold_10	23341	1	2142
scaffold_10	23342	1	2143
scaffold_10	23343	1	2144
scaffold_10	23344	1	2145
scaffold_10	23345	1	2146
scaffold_10	23346	2	2147
scaffold_10	23347	3	2148
scaffold_10	23348	3	2149
scaffold_10	23349	3	2150
scaffold_10	23350	3	2151
scaffold_10	23351	3	2152
scaffold_10	23352	3	2153
scaffold_10	23353	3	2154
scaffold_10	23354	2	2155
scaffold_10	23355	2	2156
scaffold_10	23356	2	2157
scaffold_10	23357	1	2158
scaffold_10	23358	2	2159
scaffold_10	23359	2	2160
scaffold_10	23360	2	2161
scaffold_10	23361	2	2162
scaffold_10	23362	1	2163
scaffold_10	23363	2	2164
scaffold_10	23364	2	2165
scaffold_10	23365	2	2166
scaffold_10	23366	2	2167
scaffold_10	23367	2	2168
scaffold_10	23368	2	2169
scaffold_10	23369	2	2170
scaffold_10	23370	2	2171
scaffold_10	23371	2	2172
scaffold_10	23372	2	2173
scaffold_10	23373	2	2174
scaffold_10	23374	2	2175
scaffold_10	23375	2	2176
scaffold_10	23376	2	2177
scaffold_10	23377	1	2178
scaffold_10	23378	2	2179
scaffold_10	23379	2	2180
scaffold_10	23380	2	2181
scaffold_10	23381	2	2182
scaffold_10	23382	2	2183
scaffold_10	23383	2	2184
scaffold_10	23384	2	2185
scaffold_10	23385	2	2186
scaffold_10	23386	2	2187
scaffold_10	23387	1	2188
scaffold_10	23388	2	2189
scaffold_10	23389	2	2190
scaffold_10	23390	2	2191
scaffold_10	23391	2	2192
scaffold_10	23392	2	2193
scaffold_10	23393	2	2194
scaffold_10	23394	2	2195
scaffold_10	23395	2	2196
scaffold_10	23396	1	2197
scaffold_10	23397	2	2198
scaffold_10	23398	1	2199
scaffold_10	23399	1	2200
scaffold_10	23400	2	2201
scaffold_10	23401	2	2202
scaffold_10	23402	2	2203
scaffold_10	23403	2	2204
scaffold_10	23404	2	2205
scaffold_10	23405	2	2206
scaffold_10	23406	2	2207
scaffold_10	23407	2	2208
scaffold_10	23408	2	2209
scaffold_10	23409	2	2210
scaffold_10	23410	2	2211
scaffold_10	23411	2	2212
scaffold_10	23412	1	2213
scaffold_10	23413	2	2214
scaffold_10	23414	2	2215
scaffold_10	23415	2	2216
scaffold_10	23416	2	2217
scaffold_10	23417	2	2218
scaffold_10	23418	2	2219
scaffold_10	23419	2	2220
scaffold_10	23420	2	2221
scaffold_10	23421	2	2222
scaffold_10	23422	2	2223
scaffold_10	23423	1	2224
scaffold_10	23424	2	2225
scaffold_10	23425	2	2226
scaffold_10	23426	2	2227
scaffold_10	23427	2	2228
scaffold_10	23428	1	2229
scaffold_10	23429	2	2230
scaffold_10	23430	2	2231
scaffold_10	23431	2	2232
scaffold_10	23432	2	2233
scaffold_10	23433	2	2234
scaffold_10	23434	2	2235
scaffold_10	23435	2	2236
scaffold_10	23436	2	2237
scaffold_10	23437	2	2238
scaffold_10	23438	2	2239
scaffold_10	23439	2	2240
scaffold_10	23440	2	2241
scaffold_10	23441	2	2242
scaffold_10	23442	2	2243
scaffold_10	23443	2	2244
scaffold_10	23444	2	2245
scaffold_10	23445	2	2246
scaffold_10	23446	2	2247
scaffold_10	23447	2	2248
scaffold_10	23448	2	2249
scaffold_10	23449	2	2250
scaffold_10	23450	2	2251
scaffold_10	23451	2	2252
scaffold_10	23452	2	2253
scaffold_10	23453	2	2254
scaffold_10	23454	2	2255
scaffold_10	23455	2	2256
scaffold_10	23456	2	2257
scaffold_10	23457	2	2258
scaffold_10	23458	2	2259
scaffold_10	23459	2	2260
