seq_id	start	end	strand	Organism
CLFT044	729212	729765	+	CLFT044
CLFT044	730370	731257	+	CLFT044
CLFT044	731397	732599	-	CLFT044
CLFT044	733195	734325	-	CLFT044
CLFT044	736261	738278	+	CLFT044
CLFT044	738991	739695	-	CLFT044
CLFT044	741633	743013	-	CLFT044
CLFT044	743195	744503	+	CLFT044
CLFT044	744863	745790	+	CLFT044
CLFT044	746076	747274	+	CLFT044
CLFT044	747609	748304	-	CLFT044
CLFT044	748644	749528	-	CLFT044
CLFT044	750275	751467	+	CLFT044
CLFT044	755081	755380	+	CLFT044
CLFT044	755872	756492	+	CLFT044
CLFT044	759587	760425	+	CLFT044
CLFT044	760648	762044	-	CLFT044
CLFT044	762101	765130	-	CLFT044
CLFT044	765212	766515	+	CLFT044
CLFT044	766516	768203	-	CLFT044
CLFT044	768204	769033	+	CLFT044
CLFT044	769092	774715	+	CLFT044
CLFT044	774852	776423	-	CLFT044
CLFT044	776582	777594	-	CLFT044
CLFT044	778047	782349	-	CLFT044
CLFT044	780657	782349	+	CLFT044
CLFT044	782715	784436	-	CLFT044
CLFT044	784749	785853	+	CLFT044
CLFT044	785854	786622	+	CLFT044
CLFT044	786758	787595	-	CLFT044
CLFT044	787881	788428	-	CLFT044
CLFT044	788568	790344	-	CLFT044
CLFT044	790595	792514	-	CLFT044
CLFT044	792714	793967	+	CLFT044
CLFT044	794182	795811	-	CLFT044
CLFT044	795494	798335	+	CLFT044
CLFT044	798749	803733	+	CLFT044
CLFT044	803847	806167	-	CLFT044
CLFT044	806605	806991	-	CLFT044
CLFT044	807075	807314	-	CLFT044
CLFT044	811796	812344	+	CLFT044
CLFT044	812365	812520	+	CLFT044
CLFT044	813424	813843	-	CLFT044
CLFT044	813885	814358	-	CLFT044
CLFT044	814502	814846	+	CLFT044
CLFT044	821608	822254	+	CLFT044
CLFT044	822739	823134	-	CLFT044
CLFT044	824295	824603	-	CLFT044
CLFT044	825861	828022	+	CLFT044
CLFT044	828072	830532	+	CLFT044
CLFT044	830567	832062	-	CLFT044
CLFT044	832209	834737	-	CLFT044
CLFT044	835396	835851	-	CLFT044
CLFT044	835965	838786	+	CLFT044
CLFT044	838838	840235	-	CLFT044
CLFT044	840308	846009	-	CLFT044
CLFT044	846160	846703	+	CLFT044
CLFT044	846867	849752	+	CLFT044
CLFT044	850615	851970	+	CLFT044
CLFT044	852026	853024	-	CLFT044
CLFT044	853283	854952	+	CLFT044
CLFT044	855095	856325	-	CLFT044
CLFT044	856354	856980	+	CLFT044
CLFT044	858109	859781	-	CLFT044
CLFT044	859921	860987	+	CLFT044
CLFT044	861116	864380	+	CLFT044
CLFT044	864436	865489	+	CLFT044
CLFT044	865485	866672	-	CLFT044
CLFT044	866843	868929	+	CLFT044
CLFT044	869026	871310	-	CLFT044
CLFT044	872259	874745	-	CLFT044
CLFT044	874746	877571	+	CLFT044
CLFT044	879142	879675	-	CLFT044
CLFT044	879782	881027	+	CLFT044
CLFT044	881129	883138	-	CLFT044
CLFT044	883346	885927	-	CLFT044
CLFT044	886467	889390	+	CLFT044
CLFT044	888705	889367	-	CLFT044
CLFT044	889501	891288	-	CLFT044
CLFT044	891403	893424	+	CLFT044
CLFT044	894616	896531	-	CLFT044
CLFT044	897676	899069	+	CLFT044
CLFT044	898974	899346	-	CLFT044
CLFT044	899459	903510	+	CLFT044
CLFT044	903610	905273	+	CLFT044
CLFT044	905274	906412	+	CLFT044
CLFT044	906426	907634	-	CLFT044
CLFT044	907990	910656	-	CLFT044
CLFT044	911391	913175	+	CLFT044
CLFT044	913410	914386	+	CLFT044
CLFT044	914559	916874	+	CLFT044
CLFT044	917131	919620	+	CLFT044
CLFT044	919810	920725	+	CLFT044
CLFT044	920815	923429	+	CLFT044
CLFT044	924028	930020	+	CLFT044
CLFT044	930521	936490	-	CLFT044
CLFT044	936788	938430	-	CLFT044
CLFT044	938514	940710	-	CLFT044
CLFT044	940912	942381	-	CLFT044
CLFT044	942588	943084	-	CLFT044
CLFT044	943349	944206	+	CLFT044
CLFT044	944317	944778	+	CLFT044
CLFT044	944880	946742	+	CLFT044
CLFT044	946881	949059	-	CLFT044
CLFT044	949469	950826	+	CLFT044
CLFT044	951409	952143	-	CLFT044
CLFT044	954433	955328	+	CLFT044
CLFT044	957124	958020	+	CLFT044
CLFT044	959155	960012	-	CLFT044
CLFT044	962082	965364	-	CLFT044
CLFT044	966796	967809	+	CLFT044
CLFT044	967890	969041	+	CLFT044
CLFT044	971369	972354	-	CLFT044
CLFT044	972438	972934	-	CLFT044
JEL423	2181	2981	-	JEL423
JEL423	4569	4970	+	JEL423
JEL423	5573	6878	+	JEL423
JEL423	9054	11081	+	JEL423
JEL423	15022	16383	+	JEL423
JEL423	17219	18112	-	JEL423
JEL423	18658	20375	+	JEL423
JEL423	20498	21286	+	JEL423
JEL423	24855	25661	-	JEL423
JEL423	27811	28158	-	JEL423
JEL423	32267	33103	+	JEL423
JEL423	34209	34880	-	JEL423
JEL423	37288	38889	-	JEL423
JEL423	41381	42418	+	JEL423
JEL423	43522	45396	+	JEL423
JEL423	46788	47447	-	JEL423
JEL423	47918	49380	+	JEL423
JEL423	49945	51209	+	JEL423
JEL423	51334	53196	-	JEL423
JEL423	53316	57465	-	JEL423
JEL423	57820	64093	-	JEL423
JEL423	65192	66612	+	JEL423
JEL423	67029	67972	+	JEL423
JEL423	68344	69899	-	JEL423
JEL423	70040	72102	+	JEL423
JEL423	72149	76730	-	JEL423
JEL423	76903	79909	-	JEL423
JEL423	80667	83146	+	JEL423
JEL423	83373	84392	+	JEL423
JEL423	84408	85839	-	JEL423
JEL423	86052	87832	+	JEL423
JEL423	87839	91924	+	JEL423
JEL423	92196	92546	-	JEL423
JEL423	92871	94036	-	JEL423
JEL423	94449	95675	+	JEL423
JEL423	95714	96916	-	JEL423
JEL423	97101	98386	-	JEL423
JEL423	98651	100351	-	JEL423
JEL423	100424	101465	-	JEL423
JEL423	101771	104295	-	JEL423
JEL423	104641	107296	-	JEL423
JEL423	107272	109924	+	JEL423
JEL423	109549	111513	-	JEL423
JEL423	111946	113750	-	JEL423
JEL423	115492	116364	+	JEL423
JEL423	116851	118045	+	JEL423
JEL423	118107	119550	+	JEL423
JEL423	119288	123588	-	JEL423
JEL423	124433	126895	+	JEL423
JEL423	126620	130432	-	JEL423
JEL423	130562	132753	-	JEL423
JEL423	133127	135207	+	JEL423
JEL423	134795	138672	-	JEL423
JEL423	139551	139871	+	JEL423
JEL423	140159	140548	+	JEL423
JEL423	141214	141714	-	JEL423
JEL423	141895	144910	+	JEL423
JEL423	145850	147488	+	JEL423
JEL423	148433	149521	+	JEL423
JEL423	151486	153080	+	JEL423
JEL423	154246	155909	+	JEL423
JEL423	157520	158296	+	JEL423
JEL423	159159	159731	+	JEL423
JEL423	160163	161039	-	JEL423
JEL423	161038	161509	-	JEL423
JEL423	161788	165119	+	JEL423
JEL423	165221	166759	+	JEL423
JEL423	166895	167761	+	JEL423
JEL423	167912	170924	-	JEL423
JEL423	171294	174937	-	JEL423
JEL423	175023	175777	+	JEL423
JEL423	176527	177371	+	JEL423
JEL423	177430	178860	-	JEL423
JEL423	179320	182076	+	JEL423
JEL423	182259	183206	-	JEL423
JEL423	183473	184207	-	JEL423
JEL423	184774	185397	+	JEL423
JEL423	185663	186257	+	JEL423
JEL423	186605	187133	+	JEL423
JEL423	187251	190260	-	JEL423
JEL423	190363	192632	-	JEL423
JEL423	192624	194007	-	JEL423
JEL423	194555	197645	-	JEL423
JEL423	198223	199778	-	JEL423
JEL423	200424	201413	-	JEL423
JEL423	202308	202857	+	JEL423
JEL423	203024	207188	+	JEL423
JEL423	207628	209136	+	JEL423
JEL423	209177	211388	-	JEL423
JEL423	211742	215622	-	JEL423
JEL423	215752	216895	+	JEL423
JEL423	217081	219957	+	JEL423
JEL423	220058	221696	+	JEL423
JEL423	222248	223879	+	JEL423
JEL423	224737	227246	+	JEL423
JEL423	228294	230589	+	JEL423
JEL423	230720	231682	-	JEL423
JEL423	231817	233879	+	JEL423
JEL423	234056	234959	-	JEL423
JEL423	235354	237560	+	JEL423
JEL423	237633	239068	-	JEL423
JEL423	239098	240869	-	JEL423
JEL423	241382	242898	-	JEL423
JEL423	243172	244881	-	JEL423
JEL423	244954	246636	-	JEL423
JEL423	246760	248492	-	JEL423
JEL423	248589	250916	-	JEL423
JEL423	251090	252578	-	JEL423
JEL423	254608	257477	+	JEL423
JEL423	257647	259220	-	JEL423
JEL423	259772	260760	+	JEL423
JEL423	263029	264733	+	JEL423
JEL423	265958	273531	-	JEL423
JEL423	273914	275630	+	JEL423
JEL423	275837	277567	+	JEL423
JEL423	277997	278068	-	JEL423
JEL423	280317	282124	+	JEL423
JEL423	282740	284877	-	JEL423
JEL423	285322	287279	-	JEL423
JEL423	287658	290213	-	JEL423
JEL423	290484	292794	+	JEL423
JEL423	292842	294720	+	JEL423
JEL423	295052	297562	+	JEL423
JEL423	297915	299104	+	JEL423
JEL423	299061	300738	-	JEL423
JEL423	301299	303186	-	JEL423
JEL423	303231	304797	+	JEL423
JEL423	305030	305824	-	JEL423
JEL423	306388	306460	+	JEL423
JEL423	307141	311498	+	JEL423
JEL423	311580	311938	-	JEL423
JEL423	312123	312584	+	JEL423
JEL423	312805	313991	+	JEL423
JEL423	314316	314388	-	JEL423
JEL423	314795	320149	-	JEL423
JEL423	320155	321233	-	JEL423
JEL423	321294	322321	-	JEL423
JEL423	322290	324930	+	JEL423
JEL423	324765	326545	-	JEL423
JEL423	326581	328461	-	JEL423
JEL423	328714	330134	+	JEL423
JEL423	330370	332003	+	JEL423
JEL423	331927	333774	-	JEL423
JEL423	334000	335960	-	JEL423
JEL423	336542	337587	+	JEL423
JEL423	337547	338257	-	JEL423
JEL423	338660	340005	-	JEL423
JEL423	340491	341561	-	JEL423
JEL423	341733	345710	+	JEL423
JEL423	346015	349075	+	JEL423
JEL423	349148	350296	+	JEL423
JEL423	350399	351616	-	JEL423
JEL423	351689	353718	+	JEL423
JEL423	354725	355780	+	JEL423
JEL423	359652	361019	-	JEL423
JEL423	361562	362532	+	JEL423
JEL423	362777	365374	-	JEL423
JEL423	365589	369542	+	JEL423
JEL423	369659	371799	+	JEL423
JEL423	371795	372388	-	JEL423
JEL423	372706	373743	+	JEL423
JEL423	373861	375111	-	JEL423
JEL423	375203	377273	-	JEL423
JEL423	377323	380606	+	JEL423
JEL423	380667	383466	-	JEL423
JEL423	384652	385680	-	JEL423
JEL423	386907	388941	+	JEL423
JEL423	389046	390277	+	JEL423
JEL423	392293	393138	+	JEL423
JEL423	394042	395675	-	JEL423
JEL423	397337	397850	-	JEL423
JEL423	398089	399007	-	JEL423
JEL423	399139	399902	-	JEL423
JEL423	400061	401243	+	JEL423
JEL423	403571	404827	+	JEL423
JEL423	405729	407361	-	JEL423
JEL423	409852	411023	+	JEL423
JEL423	411027	411949	+	JEL423
JEL423	412271	413503	+	JEL423
JEL423	413491	415690	+	JEL423
JEL423	415764	418835	+	JEL423
JEL423	418790	419648	-	JEL423
JEL423	419984	423084	-	JEL423
JEL423	424378	426556	-	JEL423
JEL423	426950	427023	+	JEL423
JEL423	427098	430478	-	JEL423
JEL423	430852	433400	+	JEL423
JEL423	433435	435807	-	JEL423
JEL423	435925	440533	-	JEL423
JEL423	440384	440746	-	JEL423
JEL423	440942	444993	+	JEL423
JEL423	445025	447151	-	JEL423
JEL423	447333	450251	+	JEL423
JEL423	450495	452735	+	JEL423
JEL423	452368	453812	-	JEL423
JEL423	453988	455330	+	JEL423
JEL423	455471	458907	+	JEL423
JEL423	459115	460587	+	JEL423
JEL423	460276	461678	-	JEL423
JEL423	462596	464482	-	JEL423
JEL423	464526	465287	+	JEL423
JEL423	465227	467550	-	JEL423
JEL423	467701	469509	+	JEL423
JEL423	469634	473508	-	JEL423
JEL423	475482	477003	+	JEL423
JEL423	477379	480524	+	JEL423
JEL423	480313	481796	-	JEL423
JEL423	483132	484826	+	JEL423
JEL423	485758	487023	-	JEL423
JEL423	487094	489503	-	JEL423
JEL423	489906	490614	+	JEL423
JEL423	490639	495203	-	JEL423
JEL423	495385	497603	-	JEL423
JEL423	498050	499700	+	JEL423
JEL423	499620	502540	-	JEL423
JEL423	502522	503896	+	JEL423
JEL423	503995	504876	+	JEL423
JEL423	505048	505503	+	JEL423
JEL423	506110	506382	+	JEL423
JEL423	506609	507784	+	JEL423
JEL423	507946	511130	-	JEL423
JEL423	511151	512683	-	JEL423
JEL423	512895	516471	-	JEL423
JEL423	516950	520035	-	JEL423
JEL423	520969	523839	+	JEL423
JEL423	523911	525099	-	JEL423
JEL423	525580	528591	-	JEL423
JEL423	528860	532072	-	JEL423
JEL423	532372	533043	+	JEL423
JEL423	533136	535139	+	JEL423
JEL423	535560	538244	-	JEL423
JEL423	538696	539191	-	JEL423
JEL423	539449	540672	-	JEL423
JEL423	540771	541094	-	JEL423
JEL423	541241	542005	+	JEL423
JEL423	542469	543871	+	JEL423
JEL423	543020	545137	-	JEL423
JEL423	545843	547176	-	JEL423
JEL423	547221	549605	+	JEL423
JEL423	549980	553434	+	JEL423
JEL423	554078	556968	+	JEL423
JEL423	556950	559109	+	JEL423
JEL423	559229	562123	+	JEL423
JEL423	562046	564137	-	JEL423
JEL423	564213	565677	-	JEL423
JEL423	567074	568665	-	JEL423
JEL423	569056	569935	+	JEL423
JEL423	571460	571855	-	JEL423
JEL423	574669	576732	+	JEL423
JEL423	579739	580344	+	JEL423
JEL423	581274	582122	-	JEL423
JEL423	584559	585161	-	JEL423
JEL423	587566	587997	-	JEL423
JEL423	588715	590234	-	JEL423
JEL423	590358	591059	-	JEL423
JEL423	591829	595773	+	JEL423
JEL423	595912	596454	-	JEL423
JEL423	596823	597848	+	JEL423
JEL423	598065	599560	+	JEL423
JEL423	599980	601175	+	JEL423
JEL423	601573	603663	+	JEL423
JEL423	603882	605545	-	JEL423
JEL423	605700	607479	-	JEL423
JEL423	607659	612798	+	JEL423
JEL423	612634	615748	-	JEL423
JEL423	615860	617433	-	JEL423
JEL423	617489	621095	-	JEL423
JEL423	621212	623275	-	JEL423
JEL423	623915	625734	+	JEL423
JEL423	625570	627016	-	JEL423
JEL423	627439	627922	+	JEL423
JEL423	627989	630425	-	JEL423
JEL423	630964	634328	-	JEL423
JEL423	634661	636577	-	JEL423
JEL423	636789	639470	-	JEL423
JEL423	640103	642092	-	JEL423
JEL423	642518	643675	-	JEL423
JEL423	644149	645420	-	JEL423
JEL423	647659	649004	+	JEL423
JEL423	648971	650701	-	JEL423
JEL423	650820	652642	+	JEL423
JEL423	653269	657917	+	JEL423
JEL423	658059	659190	+	JEL423
JEL423	658894	659989	-	JEL423
JEL423	660790	661852	+	JEL423
JEL423	662148	664257	+	JEL423
JEL423	663794	665751	-	JEL423
JEL423	666055	666833	-	JEL423
JEL423	666883	667575	+	JEL423
JEL423	667301	668702	-	JEL423
JEL423	668959	671616	+	JEL423
JEL423	671724	673658	-	JEL423
JEL423	673660	675507	-	JEL423
JEL423	678292	685953	-	JEL423
JEL423	686948	687980	-	JEL423
JEL423	690348	691314	+	JEL423
JEL423	692650	694587	+	JEL423
JEL423	694693	695916	-	JEL423
JEL423	696507	697637	-	JEL423
JEL423	699600	701595	+	JEL423
JEL423	702204	703458	-	JEL423
JEL423	704462	706594	-	JEL423
JEL423	706467	707919	+	JEL423
JEL423	708447	710257	+	JEL423
JEL423	711205	711815	-	JEL423
JEL423	712156	712958	-	JEL423
JEL423	713789	715275	+	JEL423
JEL423	715384	715682	+	JEL423
JEL423	718699	718963	+	JEL423
JEL423	719466	720032	+	JEL423
JEL423	721367	723097	+	JEL423
JEL423	723107	724175	+	JEL423
JEL423	724240	725636	-	JEL423
JEL423	725693	729273	-	JEL423
JEL423	729227	730549	+	JEL423
JEL423	730492	732584	-	JEL423
JEL423	732270	732899	+	JEL423
JEL423	733448	739320	+	JEL423
JEL423	739909	741078	-	JEL423
JEL423	741260	742253	-	JEL423
JEL423	742855	743707	-	JEL423
JEL423	744122	745103	-	JEL423
JEL423	745324	747093	+	JEL423
JEL423	747602	749244	-	JEL423
JEL423	749588	750634	+	JEL423
JEL423	750809	751632	+	JEL423
JEL423	751755	752592	-	JEL423
JEL423	752878	756381	-	JEL423
JEL423	758268	759868	+	JEL423
JEL423	759767	761102	-	JEL423
JEL423	760929	764200	+	JEL423
JEL423	764291	769734	+	JEL423
JEL423	769558	771960	-	JEL423
JEL423	775242	778479	-	JEL423
JEL423	778519	780412	+	JEL423
JEL423	780174	780593	-	JEL423
JEL423	780635	781108	-	JEL423
JEL423	786748	788307	+	JEL423
JEL423	789144	789860	-	JEL423
JEL423	790959	791590	-	JEL423
JEL423	792589	794818	+	JEL423
JEL423	794861	795178	+	JEL423
JEL423	795197	797497	+	JEL423
JEL423	797446	799108	-	JEL423
JEL423	799120	802818	-	JEL423
JEL423	803508	803915	+	JEL423
JEL423	805114	806148	+	JEL423
JEL423	806181	807627	-	JEL423
JEL423	807654	813193	-	JEL423
JEL423	813535	814110	+	JEL423
JEL423	814282	818011	+	JEL423
JEL423	818712	820023	+	JEL423
JEL423	820269	821267	-	JEL423
JEL423	821561	823195	+	JEL423
JEL423	823338	824753	-	JEL423
JEL423	824871	825442	+	JEL423
JEL423	827022	830345	-	JEL423
JEL423	830295	833106	+	JEL423
JEL423	833999	834544	+	JEL423
JEL423	835076	835630	+	JEL423
JEL423	835634	836776	+	JEL423
JEL423	837669	839300	+	JEL423
JEL423	839592	840297	+	JEL423
JEL423	840301	842504	-	JEL423
JEL423	842743	843883	+	JEL423
JEL423	843979	845957	-	JEL423
JEL423	846072	848110	-	JEL423
JEL423	848431	849657	-	JEL423
JEL423	850211	851623	+	JEL423
JEL423	852905	853714	-	JEL423
JEL423	853736	855135	+	JEL423
JEL423	855278	856999	-	JEL423
JEL423	857446	860019	-	JEL423
JEL423	860627	863280	+	JEL423
JEL423	863440	864219	-	JEL423
JEL423	864353	866291	-	JEL423
JEL423	866373	867623	+	JEL423
JEL423	867627	868566	+	JEL423
JEL423	869666	871388	-	JEL423
JEL423	872776	874124	+	JEL423
JEL423	873948	874322	-	JEL423
JEL423	874446	875226	+	JEL423
JEL423	875498	878501	+	JEL423
JEL423	878673	880464	+	JEL423
JEL423	880499	881601	+	JEL423
JEL423	881617	882140	-	JEL423
JEL423	882586	883277	-	JEL423
JEL423	883603	886389	-	JEL423
JEL423	887110	889009	+	JEL423
JEL423	889116	890224	+	JEL423
JEL423	890466	893011	+	JEL423
JEL423	893268	895847	+	JEL423
JEL423	896005	896298	+	JEL423
JEL423	896392	897037	+	JEL423
JEL423	897087	897974	+	JEL423
JEL423	897997	900044	+	JEL423
JEL423	900582	904667	+	JEL423
JEL423	904841	906801	+	JEL423
JEL423	907169	914117	-	JEL423
JEL423	914288	915813	-	JEL423
JEL423	916110	919914	-	JEL423
JEL423	920191	920589	-	JEL423
JEL423	920796	921340	-	JEL423
JEL423	921558	922525	+	JEL423
JEL423	922571	923196	+	JEL423
JEL423	923278	925212	+	JEL423
JEL423	925301	927847	-	JEL423
JEL423	928257	929655	+	JEL423
JEL423	930012	930932	-	JEL423
JEL423	933123	934960	+	JEL423
JEL423	935810	936706	+	JEL423
JEL423	937853	938710	-	JEL423
JEL423	940797	942014	-	JEL423
JEL423	942034	943465	-	JEL423
JEL423	943586	944105	-	JEL423
JEL423	945519	947751	+	JEL423
JEL423	950402	951504	-	JEL423
JEL423	953865	954857	+	JEL423
JEL423	955854	958322	-	JEL423
JEL423	958559	960079	+	JEL423
JEL423	963172	963939	-	JEL423
JEL423	966029	967519	+	JEL423
JEL423	968327	969216	-	JEL423
JEL423	972210	972713	+	JEL423
JEL423	976503	977375	+	JEL423
