Scaffold	Start	Coverage	Blanked	Score
scaffold_10	21896	498	697	2.693726949
scaffold_10	21897	494	698	2.691081492
scaffold_10	21898	487	699	2.685741739
scaffold_10	21899	480	700	2.689308859
scaffold_10	21900	488	701	2.689308859
scaffold_10	21901	496	702	2.694605199
scaffold_10	21902	496	703	2.697229343
scaffold_10	21903	490	704	2.695481676
scaffold_10	21904	487	705	2.693726949
scaffold_10	21905	485	706	2.692846919
scaffold_10	21906	484	707	2.696356389
scaffold_10	21907	494	708	2.696356389
scaffold_10	21908	496	709	2.696356389
scaffold_10	21909	506	710	2.694605199
scaffold_10	21910	483	711	2.702430536
scaffold_10	21911	483	712	2.697229343
scaffold_10	21912	492	713	2.706717782
scaffold_10	21913	495	714	2.7084209
scaffold_10	21914	499	715	2.707570176
scaffold_10	21915	497	716	2.705863712
scaffold_10	21916	515	717	2.715167358
scaffold_10	21917	501	718	2.720159303
scaffold_10	21918	505	719	2.716837723
scaffold_10	21919	508	720	2.71432976
scaffold_10	21920	510	721	2.723455672
scaffold_10	21921	518	722	2.721810615
scaffold_10	21922	509	723	2.730782276
scaffold_10	21923	511	724	2.731588765
scaffold_10	21924	507	725	2.72427587
scaffold_10	21925	512	726	2.729974286
scaffold_10	21926	520	727	2.733999287
scaffold_10	21927	517	728	2.737192643
scaffold_10	21928	518	729	2.761175813
scaffold_10	21929	509	730	2.755112266
scaffold_10	21930	525	731	2.755874856
scaffold_10	21931	524	732	2.761175813
scaffold_10	21932	540	733	2.761927838
scaffold_10	21933	528	734	2.760422483
scaffold_10	21934	539	735	2.760422483
scaffold_10	21935	552	736	2.762678564
scaffold_10	21936	549	737	2.767897616
scaffold_10	21937	554	738	2.768638101
scaffold_10	21938	563	739	2.768638101
scaffold_10	21939	567	740	2.765668555
scaffold_10	21940	565	741	2.765668555
scaffold_10	21941	572	742	2.766412847
scaffold_10	21942	560	743	2.762678564
scaffold_10	21943	563	744	2.764176132
scaffold_10	21944	572	745	2.766412847
scaffold_10	21945	575	746	2.765668555
scaffold_10	21946	570	747	2.764176132
scaffold_10	21947	555	748	2.758154622
scaffold_10	21948	558	749	2.750508395
scaffold_10	21949	580	750	2.745855195
scaffold_10	21950	586	751	2.742725131
scaffold_10	21951	586	752	2.744292983
scaffold_10	21952	593	753	2.746634199
scaffold_10	21953	593	754	2.744292983
scaffold_10	21954	591	755	2.743509765
scaffold_10	21955	590	756	2.748188027
scaffold_10	21956	585	757	2.745074792
scaffold_10	21957	584	758	2.748188027
scaffold_10	21958	587	759	2.747411808
scaffold_10	21959	589	760	2.749736316
scaffold_10	21960	591	761	2.745074792
scaffold_10	21961	591	762	2.745074792
scaffold_10	21962	586	763	2.747411808
scaffold_10	21963	587	764	2.752048448
scaffold_10	21964	586	765	2.751279104
scaffold_10	21965	585	766	2.748188027
scaffold_10	21966	584	767	2.747411808
scaffold_10	21967	585	768	2.746634199
scaffold_10	21968	586	769	2.743509765
scaffold_10	21969	581	770	2.751279104
scaffold_10	21970	581	771	2.746634199
scaffold_10	21971	602	772	2.750508395
scaffold_10	21972	605	773	2.739572344
scaffold_10	21973	602	774	2.733999287
scaffold_10	21974	601	775	2.728353782
scaffold_10	21975	606	776	2.706717782
scaffold_10	21976	603	777	2.681241237
scaffold_10	21977	613	778	2.663700925
scaffold_10	21978	622	779	2.669316881
scaffold_10	21979	620	780	2.673941999
scaffold_10	21980	624	781	2.677606953
scaffold_10	21981	610	782	2.673941999
scaffold_10	21982	620	783	2.671172843
scaffold_10	21983	619	784	2.672097858
scaffold_10	21984	620	785	2.665580991
scaffold_10	21985	617	786	2.673941999
scaffold_10	21986	620	787	2.672097858
scaffold_10	21987	616	788	2.667452953
scaffold_10	21988	625	789	2.671172843
scaffold_10	21989	624	790	2.671172843
scaffold_10	21990	634	791	2.673941999
scaffold_10	21991	640	792	2.673941999
scaffold_10	21992	627	793	2.672097858
scaffold_10	21993	632	794	2.670245853
scaffold_10	21994	625	795	2.671172843
scaffold_10	21995	624	796	2.673941999
scaffold_10	21996	635	797	2.67669361
scaffold_10	21997	633	798	2.675778342
scaffold_10	21998	623	799	2.675778342
scaffold_10	21999	626	800	2.674861141
scaffold_10	22000	615	801	2.670245853
scaffold_10	22001	638	802	2.670245853
scaffold_10	22002	630	803	2.673020907
scaffold_10	22003	640	804	2.67669361
scaffold_10	22004	635	805	2.67669361
scaffold_10	22005	638	806	2.678518379
scaffold_10	22006	624	807	2.671172843
scaffold_10	22007	625	808	2.64738297
scaffold_10	22008	622	809	2.649334859
scaffold_10	22009	623	810	2.644438589
scaffold_10	22010	629	811	2.638489257
scaffold_10	22011	617	812	2.644438589
scaffold_10	22012	629	813	2.638489257
scaffold_10	22013	622	814	2.652246341
scaffold_10	22014	624	815	2.656098202
scaffold_10	22015	625	816	2.649334859
scaffold_10	22016	631	817	2.657055853
scaffold_10	22017	621	818	2.657055853
scaffold_10	22018	621	819	2.643452676
scaffold_10	22019	622	820	2.635483747
scaffold_10	22020	634	821	2.63748973
scaffold_10	22021	636	822	2.639486489
scaffold_10	22022	635	823	2.629409599
scaffold_10	22023	636	824	2.638489257
scaffold_10	22024	638	825	2.636487896
scaffold_10	22025	644	826	2.632457292
scaffold_10	22026	638	827	2.632457292
scaffold_10	22027	643	828	2.630427875
scaffold_10	22028	639	829	2.62838893
scaffold_10	22029	646	830	2.618048097
scaffold_10	22030	648	831	2.629409599
scaffold_10	22031	646	832	2.632457292
scaffold_10	22032	639	833	2.636487896
scaffold_10	22033	635	834	2.630427875
scaffold_10	22034	635	835	2.63447727
scaffold_10	22035	630	836	2.62838893
scaffold_10	22036	640	837	2.632457292
scaffold_10	22037	638	838	2.62838893
scaffold_10	22038	626	839	2.62324929
scaffold_10	22039	625	840	2.624282096
scaffold_10	22040	625	841	2.633468456
scaffold_10	22041	616	842	2.632457292
scaffold_10	22042	620	843	2.636487896
scaffold_10	22043	623	844	2.632457292
scaffold_10	22044	612	845	2.656098202
scaffold_10	22045	592	846	2.653212514
scaffold_10	22046	607	847	2.644438589
scaffold_10	22047	611	848	2.650307523
scaffold_10	22048	613	849	2.656098202
scaffold_10	22049	615	850	2.652246341
scaffold_10	22050	614	851	2.654176542
scaffold_10	22051	599	852	2.638489257
scaffold_10	22052	601	853	2.63748973
scaffold_10	22053	609	854	2.63748973
scaffold_10	22054	606	855	2.638489257
scaffold_10	22055	615	856	2.635483747
scaffold_10	22056	614	857	2.62838893
scaffold_10	22057	611	858	2.630427875
scaffold_10	22058	606	859	2.62838893
scaffold_10	22059	609	860	2.62838893
scaffold_10	22060	617	861	2.635483747
scaffold_10	22061	615	862	2.631443769
scaffold_10	22062	619	863	2.62324929
scaffold_10	22063	621	864	2.626340367
scaffold_10	22064	615	865	2.626340367
scaffold_10	22065	619	866	2.619093331
scaffold_10	22066	610	867	2.618048097
scaffold_10	22067	616	868	2.613841822
scaffold_10	22068	613	869	2.609594409
scaffold_10	22069	610	870	2.609594409
scaffold_10	22070	609	871	2.609594409
scaffold_10	22071	597	872	2.611723308
scaffold_10	22072	597	873	2.605305046
scaffold_10	22073	599	874	2.602059991
scaffold_10	22074	599	875	2.604226053
scaffold_10	22075	598	876	2.605305046
scaffold_10	22076	596	877	2.603144373
scaffold_10	22077	594	878	2.606381365
scaffold_10	22078	597	879	2.595496222
scaffold_10	22079	597	880	2.600972896
scaffold_10	22080	608	881	2.602059991
scaffold_10	22081	614	882	2.600972896
scaffold_10	22082	569	883	2.611723308
scaffold_10	22083	578	884	2.604226053
scaffold_10	22084	560	885	2.607455023
scaffold_10	22085	561	886	2.603144373
scaffold_10	22086	570	887	2.604226053
scaffold_10	22087	560	888	2.605305046
scaffold_10	22088	548	889	2.608526034
scaffold_10	22089	551	890	2.607455023
scaffold_10	22090	551	891	2.612783857
scaffold_10	22091	545	892	2.606381365
scaffold_10	22092	543	893	2.612783857
scaffold_10	22093	544	894	2.609594409
scaffold_10	22094	543	895	2.614897216
scaffold_10	22095	546	896	2.635483747
scaffold_10	22096	538	897	2.63748973
scaffold_10	22097	558	898	2.63447727
scaffold_10	22098	560	899	2.649334859
scaffold_10	22099	533	900	2.645422269
scaffold_10	22100	537	901	2.650307523
scaffold_10	22101	529	902	2.654176542
scaffold_10	22102	534	903	2.651278014
scaffold_10	22103	528	904	2.656098202
scaffold_10	22104	539	905	2.652246341
scaffold_10	22105	546	906	2.654176542
scaffold_10	22106	542	907	2.644438589
scaffold_10	22107	543	908	2.652246341
scaffold_10	22108	536	909	2.648360011
scaffold_10	22109	539	910	2.650307523
scaffold_10	22110	541	911	2.648360011
scaffold_10	22111	530	912	2.655138435
scaffold_10	22112	505	913	2.646403726
scaffold_10	22113	524	914	2.656098202
scaffold_10	22114	522	915	2.657055853
scaffold_10	22115	512	916	2.646403726
scaffold_10	22116	515	917	2.656098202
scaffold_10	22117	518	918	2.654176542
scaffold_10	22118	512	919	2.650307523
scaffold_10	22119	523	920	2.648360011
scaffold_10	22120	515	921	2.636487896
scaffold_10	22121	495	922	2.655138435
scaffold_10	22122	497	923	2.653212514
scaffold_10	22123	481	924	2.650307523
scaffold_10	22124	479	925	2.64738297
scaffold_10	22125	481	926	2.649334859
scaffold_10	22126	480	927	2.639486489
scaffold_10	22127	482	928	2.63748973
scaffold_10	22128	476	929	2.638489257
scaffold_10	22129	485	930	2.632457292
scaffold_10	22130	478	931	2.639486489
scaffold_10	22131	484	932	2.624282096
scaffold_10	22132	489	933	2.622214023
scaffold_10	22133	489	934	2.621176282
scaffold_10	22134	475	935	2.622214023
scaffold_10	22135	462	936	2.625312451
scaffold_10	22136	496	937	2.615950052
scaffold_10	22137	493	938	2.619093331
scaffold_10	22138	498	939	2.629409599
scaffold_10	22139	492	940	2.626340367
scaffold_10	22140	496	941	2.629409599
scaffold_10	22141	491	942	2.620136055
scaffold_10	22142	491	943	2.620136055
scaffold_10	22143	500	944	2.62838893
scaffold_10	22144	497	945	2.626340367
scaffold_10	22145	498	946	2.62324929
scaffold_10	22146	496	947	2.625312451
scaffold_10	22147	486	948	2.622214023
scaffold_10	22148	492	949	2.624282096
scaffold_10	22149	492	950	2.613841822
scaffold_10	22150	490	951	2.621176282
scaffold_10	22151	489	952	2.62324929
scaffold_10	22152	490	953	2.613841822
scaffold_10	22153	479	954	2.597695186
scaffold_10	22154	483	955	2.595496222
scaffold_10	22155	453	956	2.596597096
scaffold_10	22156	450	957	2.588831726
scaffold_10	22157	455	958	2.591064607
scaffold_10	22158	458	959	2.588831726
scaffold_10	22159	459	960	2.591064607
scaffold_10	22160	455	961	2.584331224
scaffold_10	22161	461	962	2.580924976
scaffold_10	22162	457	963	2.582063363
scaffold_10	22163	465	964	2.572871602
scaffold_10	22164	474	965	2.579783597
scaffold_10	22165	487	966	2.579783597
scaffold_10	22166	487	967	2.5774918
scaffold_10	22167	492	968	2.574031268
scaffold_10	22168	475	969	2.57863921
scaffold_10	22169	472	970	2.57054294
scaffold_10	22170	487	971	2.57054294
scaffold_10	22171	483	972	2.559906625
scaffold_10	22172	489	973	2.556302501
scaffold_10	22173	489	974	2.57054294
scaffold_10	22174	490	975	2.571708832
scaffold_10	22175	470	976	2.56937391
scaffold_10	22176	482	977	2.57054294
scaffold_10	22177	483	978	2.557507202
scaffold_10	22178	482	979	2.565847819
scaffold_10	22179	483	980	2.563481085
scaffold_10	22180	476	981	2.553883027
scaffold_10	22181	473	982	2.555094449
scaffold_10	22182	467	983	2.537819095
scaffold_10	22183	468	984	2.536558443
scaffold_10	22184	468	985	2.525044807
scaffold_10	22185	470	986	2.51054501
scaffold_10	22186	465	987	2.5132176
scaffold_10	22187	458	988	2.51054501
scaffold_10	22188	468	989	2.507855872
scaffold_10	22189	472	990	2.482873584
scaffold_10	22190	477	991	2.489958479
scaffold_10	22191	479	992	2.456366033
scaffold_10	22192	478	993	2.439332694
scaffold_10	22193	471	994	2.444044796
scaffold_10	22194	473	995	2.357934847
scaffold_10	22195	475	996	2.357934847
scaffold_10	22196	486	997	2.342422681
scaffold_10	22197	487	998	2.350248018
scaffold_10	22198	485	999	2.328379603
scaffold_10	22199	491	1000	2.342422681
scaffold_10	22200	488	1001	2.346352974
scaffold_10	22201	487	1002	2.346352974
scaffold_10	22202	488	1003	2.346352974
scaffold_10	22203	489	1004	2.342422681
scaffold_10	22204	492	1005	2.346352974
scaffold_10	22205	490	1006	2.342422681
scaffold_10	22206	488	1007	2.338456494
scaffold_10	22207	488	1008	2.328379603
scaffold_10	22208	488	1009	2.307496038
scaffold_10	22209	498	1010	2.29666519
scaffold_10	22210	489	1011	2.267171728
scaffold_10	22211	491	1012	2.278753601
scaffold_10	22212	480	1013	2.281033367
scaffold_10	22213	483	1014	2.276461804
scaffold_10	22214	486	1015	2.276461804
scaffold_10	22215	462	1016	2.274157849
scaffold_10	22216	465	1017	2.281033367
scaffold_10	22217	466	1018	2.276461804
scaffold_10	22218	468	1019	2.274157849
scaffold_10	22219	461	1020	2.269512944
scaffold_10	22220	477	1021	2.276461804
scaffold_10	22221	482	1022	2.276461804
scaffold_10	22222	491	1023	2.274157849
scaffold_10	22223	487	1024	2.276461804
scaffold_10	22224	495	1025	2.269512944
scaffold_10	22225	487	1026	2.276461804
scaffold_10	22226	492	1027	2.267171728
scaffold_10	22227	498	1028	2.23299611
scaffold_10	22228	501	1029	2.222716471
scaffold_10	22229	507	1030	2.217483944
scaffold_10	22230	503	1031	2.206825876
scaffold_10	22231	501	1032	2.209515015
scaffold_10	22232	497	1033	2.167317335
scaffold_10	22233	498	1034	2.170261715
scaffold_10	22234	503	1035	2.170261715
scaffold_10	22235	516	1036	2.152288344
scaffold_10	22236	512	1037	2.127104798
scaffold_10	22237	508	1038	2.127104798
scaffold_10	22238	511	1039	2.096910013
scaffold_10	22239	509	1040	2.089905111
scaffold_10	22240	515	1041	2.089905111
scaffold_10	22241	517	1042	2.08278537
scaffold_10	22242	519	1043	2.021189299
scaffold_10	22243	516	1044	1.986771734
scaffold_10	22244	515	1045	1.740362689
scaffold_10	22245	521	1046	1.707570176
scaffold_10	22246	517	1047	1.707570176
scaffold_10	22247	518	1048	1.681241237
scaffold_10	22248	518	1049	1.505149978
scaffold_10	22249	525	1050	1.491361694
scaffold_10	22250	519	1051	1.278753601
scaffold_10	22251	531	1052	1.255272505
scaffold_10	22252	533	1053	1.230448921
scaffold_10	22253	530	1054	0.903089987
scaffold_10	22254	530	1055	0.903089987
scaffold_10	22255	539	1056	0.84509804
scaffold_10	22256	544	1057	0.698970004
scaffold_10	22257	541	1058	0.77815125
scaffold_10	22258	541	1059	0.84509804
scaffold_10	22259	549	1060	0.84509804
scaffold_10	22260	547	1061	0.84509804
scaffold_10	22261	557	1062	0.84509804
scaffold_10	22262	559	1063	0.84509804
scaffold_10	22263	549	1064	0.84509804
scaffold_10	22264	558	1065	0.84509804
scaffold_10	22265	561	1066	0.77815125
scaffold_10	22266	568	1067	0.84509804
scaffold_10	22267	596	1068	0.84509804
scaffold_10	22268	591	1069	0.84509804
scaffold_10	22269	592	1070	0.84509804
scaffold_10	22270	598	1071	0.84509804
scaffold_10	22271	599	1072	0.84509804
scaffold_10	22272	597	1073	0.84509804
scaffold_10	22273	597	1074	0.84509804
scaffold_10	22274	599	1075	0.84509804
scaffold_10	22275	606	1076	0.84509804
scaffold_10	22276	606	1077	0.84509804
scaffold_10	22277	606	1078	0.84509804
scaffold_10	22278	602	1079	0.84509804
scaffold_10	22279	603	1080	0.84509804
scaffold_10	22280	603	1081	0.84509804
scaffold_10	22281	598	1082	0.84509804
scaffold_10	22282	600	1083	0.84509804
scaffold_10	22283	603	1084	0.84509804
scaffold_10	22284	604	1085	0.84509804
scaffold_10	22285	600	1086	0.84509804
scaffold_10	22286	589	1087	0.84509804
scaffold_10	22287	582	1088	0.84509804
scaffold_10	22288	576	1089	0.84509804
scaffold_10	22289	573	1090	0.77815125
scaffold_10	22290	575	1091	0.698970004
scaffold_10	22291	576	1092	0.602059991
scaffold_10	22292	571	1093	0.602059991
scaffold_10	22293	574	1094	0.602059991
scaffold_10	22294	580	1095	0.477121255
scaffold_10	22295	575	1096	0.477121255
scaffold_10	22296	578	1097	0.477121255
scaffold_10	22297	580	1098	0.477121255
scaffold_10	22298	581	1099	0.477121255
scaffold_10	22299	574	1100	0.477121255
scaffold_10	22300	577	1101	0.477121255
scaffold_10	22301	578	1102	0.477121255
scaffold_10	22302	584	1103	0.477121255
scaffold_10	22303	583	1104	0.477121255
scaffold_10	22304	579	1105	0.477121255
scaffold_10	22305	581	1106	0.477121255
scaffold_10	22306	578	1107	0.477121255
scaffold_10	22307	575	1108	0.477121255
scaffold_10	22308	583	1109	0.477121255
scaffold_10	22309	578	1110	0.477121255
scaffold_10	22310	582	1111	0.477121255
scaffold_10	22311	570	1112	0.477121255
scaffold_10	22312	560	1113	0.477121255
scaffold_10	22313	554	1114	0.477121255
scaffold_10	22314	512	1115	0.477121255
scaffold_10	22315	493	1116	0.477121255
scaffold_10	22316	480	1117	0.77815125
scaffold_10	22317	487	1118	0.77815125
scaffold_10	22318	494	1119	0.77815125
scaffold_10	22319	498	1120	0.77815125
scaffold_10	22320	492	1121	0.77815125
scaffold_10	22321	490	1122	0.77815125
scaffold_10	22322	492	1123	0.77815125
scaffold_10	22323	487	1124	0.77815125
scaffold_10	22324	495	1125	0.77815125
scaffold_10	22325	492	1126	0.77815125
scaffold_10	22326	487	1127	0.77815125
scaffold_10	22327	491	1128	0.77815125
scaffold_10	22328	492	1129	0.77815125
scaffold_10	22329	494	1130	0.77815125
scaffold_10	22330	494	1131	0.77815125
scaffold_10	22331	494	1132	0.77815125
scaffold_10	22332	491	1133	0.77815125
scaffold_10	22333	490	1134	0.77815125
scaffold_10	22334	494	1135	0.77815125
scaffold_10	22335	497	1136	0.77815125
scaffold_10	22336	496	1137	0.77815125
scaffold_10	22337	496	1138	0.77815125
scaffold_10	22338	495	1139	0.77815125
scaffold_10	22339	490	1140	0.954242509
scaffold_10	22340	490	1141	0.954242509
scaffold_10	22341	493	1142	0.954242509
scaffold_10	22342	498	1143	0.954242509
scaffold_10	22343	497	1144	0.954242509
scaffold_10	22344	499	1145	0.954242509
scaffold_10	22345	491	1146	0.954242509
scaffold_10	22346	467	1147	0.954242509
scaffold_10	22347	467	1148	0.954242509
scaffold_10	22348	462	1149	0.954242509
scaffold_10	22349	458	1150	0.954242509
scaffold_10	22350	463	1151	0.954242509
scaffold_10	22351	458	1152	0.954242509
scaffold_10	22352	472	1153	0.954242509
scaffold_10	22353	476	1154	0.954242509
scaffold_10	22354	469	1155	0.954242509
scaffold_10	22355	477	1156	0.954242509
scaffold_10	22356	477	1157	0.954242509
scaffold_10	22357	463	1158	0.954242509
scaffold_10	22358	454	1159	0.954242509
scaffold_10	22359	457	1160	0.954242509
scaffold_10	22360	459	1161	0.954242509
scaffold_10	22361	449	1162	0.954242509
scaffold_10	22362	458	1163	0.954242509
scaffold_10	22363	456	1164	0.954242509
scaffold_10	22364	452	1165	0.954242509
scaffold_10	22365	452	1166	0.954242509
scaffold_10	22366	450	1167	0.954242509
scaffold_10	22367	447	1168	0.954242509
scaffold_10	22368	438	1169	0.954242509
scaffold_10	22369	449	1170	0.954242509
scaffold_10	22370	452	1171	0.954242509
scaffold_10	22371	456	1172	0.954242509
scaffold_10	22372	448	1173	0.954242509
scaffold_10	22373	453	1174	0.954242509
scaffold_10	22374	448	1175	0.954242509
scaffold_10	22375	451	1176	0.954242509
scaffold_10	22376	446	1177	0.954242509
scaffold_10	22377	442	1178	0.954242509
scaffold_10	22378	443	1179	0.954242509
scaffold_10	22379	453	1180	0.954242509
scaffold_10	22380	449	1181	0.954242509
scaffold_10	22381	454	1182	0.954242509
scaffold_10	22382	450	1183	0.954242509
scaffold_10	22383	474	1184	0.954242509
scaffold_10	22384	471	1185	0.954242509
scaffold_10	22385	463	1186	0.954242509
scaffold_10	22386	469	1187	0.954242509
scaffold_10	22387	474	1188	0.954242509
scaffold_10	22388	471	1189	0.954242509
scaffold_10	22389	473	1190	0.954242509
scaffold_10	22390	456	1191	1
scaffold_10	22391	455	1192	1
scaffold_10	22392	455	1193	1
scaffold_10	22393	455	1194	1
scaffold_10	22394	454	1195	1
scaffold_10	22395	446	1196	1
scaffold_10	22396	448	1197	1
scaffold_10	22397	446	1198	1
scaffold_10	22398	446	1199	1
scaffold_10	22399	452	1200	1
scaffold_10	22400	449	1201	1
scaffold_10	22401	440	1202	1
scaffold_10	22402	444	1203	1
scaffold_10	22403	443	1204	1
scaffold_10	22404	438	1205	1
scaffold_10	22405	435	1206	1
scaffold_10	22406	432	1207	1
scaffold_10	22407	428	1208	1
scaffold_10	22408	427	1209	1
scaffold_10	22409	427	1210	1
scaffold_10	22410	430	1211	1
scaffold_10	22411	423	1212	1
scaffold_10	22412	421	1213	1
scaffold_10	22413	423	1214	1
scaffold_10	22414	424	1215	1
scaffold_10	22415	421	1216	1
scaffold_10	22416	426	1217	1
scaffold_10	22417	416	1218	1
scaffold_10	22418	420	1219	1
scaffold_10	22419	420	1220	1
scaffold_10	22420	420	1221	1
scaffold_10	22421	431	1222	1
scaffold_10	22422	422	1223	1
scaffold_10	22423	426	1224	1
scaffold_10	22424	423	1225	1
scaffold_10	22425	424	1226	1
scaffold_10	22426	424	1227	1
scaffold_10	22427	428	1228	1
scaffold_10	22428	427	1229	1
scaffold_10	22429	431	1230	1
scaffold_10	22430	425	1231	1
scaffold_10	22431	432	1232	1
scaffold_10	22432	429	1233	1
scaffold_10	22433	434	1234	1
scaffold_10	22434	454	1235	1
scaffold_10	22435	455	1236	1
scaffold_10	22436	454	1237	1
scaffold_10	22437	468	1238	1
scaffold_10	22438	464	1239	1
scaffold_10	22439	471	1240	1
scaffold_10	22440	473	1241	1
scaffold_10	22441	470	1242	1
scaffold_10	22442	475	1243	1
scaffold_10	22443	473	1244	1
scaffold_10	22444	473	1245	1
scaffold_10	22445	462	1246	0.903089987
scaffold_10	22446	470	1247	0.903089987
scaffold_10	22447	467	1248	0.903089987
scaffold_10	22448	469	1249	0.903089987
scaffold_10	22449	467	1250	0.903089987
scaffold_10	22450	474	1251	0.903089987
scaffold_10	22451	466	1252	0.903089987
scaffold_10	22452	474	1253	0.903089987
scaffold_10	22453	476	1254	0.903089987
scaffold_10	22454	466	1255	0.903089987
scaffold_10	22455	474	1256	0.903089987
scaffold_10	22456	473	1257	0.903089987
scaffold_10	22457	470	1258	0.903089987
scaffold_10	22458	467	1259	0.903089987
scaffold_10	22459	455	1260	0.903089987
scaffold_10	22460	473	1261	0.903089987
scaffold_10	22461	471	1262	0.903089987
scaffold_10	22462	468	1263	0.903089987
scaffold_10	22463	466	1264	0.903089987
scaffold_10	22464	467	1265	0.903089987
scaffold_10	22465	457	1266	0.903089987
scaffold_10	22466	455	1267	0.698970004
scaffold_10	22467	457	1268	0.698970004
scaffold_10	22468	451	1269	0.698970004
scaffold_10	22469	456	1270	0.698970004
scaffold_10	22470	443	1271	0.698970004
scaffold_10	22471	439	1272	0.698970004
scaffold_10	22472	439	1273	0.698970004
scaffold_10	22473	439	1274	0.698970004
scaffold_10	22474	442	1275	0.698970004
scaffold_10	22475	433	1276	0.698970004
scaffold_10	22476	436	1277	0.698970004
scaffold_10	22477	446	1278	0.698970004
scaffold_10	22478	444	1279	0.698970004
scaffold_10	22479	446	1280	0.698970004
scaffold_10	22480	438	1281	0.698970004
scaffold_10	22481	438	1282	0.698970004
scaffold_10	22482	445	1283	0.698970004
scaffold_10	22483	443	1284	0.698970004
scaffold_10	22484	441	1285	0.698970004
scaffold_10	22485	442	1286	0.698970004
scaffold_10	22486	440	1287	0.698970004
scaffold_10	22487	441	1288	0.698970004
scaffold_10	22488	432	1289	0.84509804
scaffold_10	22489	438	1290	0.84509804
scaffold_10	22490	440	1291	0.84509804
scaffold_10	22491	432	1292	0.84509804
scaffold_10	22492	417	1293	0.84509804
scaffold_10	22493	416	1294	0.84509804
scaffold_10	22494	417	1295	0.84509804
scaffold_10	22495	410	1296	0.84509804
scaffold_10	22496	412	1297	0.903089987
scaffold_10	22497	409	1298	0.903089987
scaffold_10	22498	411	1299	0.903089987
scaffold_10	22499	405	1300	0.903089987
scaffold_10	22500	404	1301	0.903089987
scaffold_10	22501	404	1302	0.903089987
scaffold_10	22502	397	1303	0.903089987
scaffold_10	22503	402	1304	0.903089987
scaffold_10	22504	402	1305	0.903089987
scaffold_10	22505	400	1306	0.903089987
scaffold_10	22506	398	1307	0.903089987
scaffold_10	22507	400	1308	0.903089987
scaffold_10	22508	395	1309	0.903089987
scaffold_10	22509	394	1310	0.903089987
scaffold_10	22510	385	1311	0.903089987
scaffold_10	22511	382	1312	0.903089987
scaffold_10	22512	395	1313	0.903089987
scaffold_10	22513	395	1314	0.903089987
scaffold_10	22514	393	1315	1.041392685
scaffold_10	22515	395	1316	1.041392685
scaffold_10	22516	384	1317	1.041392685
scaffold_10	22517	390	1318	1.041392685
scaffold_10	22518	388	1319	1.041392685
scaffold_10	22519	380	1320	1.041392685
scaffold_10	22520	381	1321	1.041392685
scaffold_10	22521	367	1322	1.041392685
scaffold_10	22522	367	1323	1.041392685
scaffold_10	22523	358	1324	1.041392685
scaffold_10	22524	346	1325	1.041392685
scaffold_10	22525	349	1326	1.041392685
scaffold_10	22526	346	1327	1.041392685
scaffold_10	22527	344	1328	1.041392685
scaffold_10	22528	327	1329	1.041392685
scaffold_10	22529	331	1330	1.041392685
scaffold_10	22530	308	1331	1.041392685
scaffold_10	22531	297	1332	1.146128036
scaffold_10	22532	300	1333	1.146128036
scaffold_10	22533	250	1334	1.146128036
scaffold_10	22534	250	1335	1.146128036
scaffold_10	22535	242	1336	1.146128036
scaffold_10	22536	246	1337	1.146128036
scaffold_10	22537	234	1338	1.146128036
scaffold_10	22538	242	1339	1.146128036
scaffold_10	22539	244	1340	1.146128036
scaffold_10	22540	244	1341	1.146128036
scaffold_10	22541	244	1342	1.146128036
scaffold_10	22542	242	1343	1.146128036
scaffold_10	22543	244	1344	1.146128036
scaffold_10	22544	242	1345	1.146128036
scaffold_10	22545	241	1346	1.146128036
scaffold_10	22546	235	1347	1.146128036
scaffold_10	22547	226	1348	1.146128036
scaffold_10	22548	219	1349	1.146128036
scaffold_10	22549	207	1350	1.146128036
scaffold_10	22550	213	1351	1.113943352
scaffold_10	22551	214	1352	1.146128036
scaffold_10	22552	212	1353	1.146128036
scaffold_10	22553	212	1354	1.146128036
scaffold_10	22554	211	1355	1.146128036
scaffold_10	22555	214	1356	1.146128036
scaffold_10	22556	212	1357	1.176091259
scaffold_10	22557	211	1358	1.176091259
scaffold_10	22558	209	1359	1.176091259
scaffold_10	22559	212	1360	1.176091259
scaffold_10	22560	212	1361	1.176091259
scaffold_10	22561	211	1362	1.176091259
scaffold_10	22562	212	1363	1.176091259
scaffold_10	22563	209	1364	1.176091259
scaffold_10	22564	212	1365	1.176091259
scaffold_10	22565	208	1366	1.176091259
scaffold_10	22566	194	1367	1.176091259
scaffold_10	22567	190	1368	1.176091259
scaffold_10	22568	188	1369	1.176091259
scaffold_10	22569	184	1370	1.176091259
scaffold_10	22570	185	1371	1.176091259
scaffold_10	22571	170	1372	1.176091259
scaffold_10	22572	171	1373	1.176091259
scaffold_10	22573	171	1374	1.176091259
scaffold_10	22574	165	1375	1.176091259
scaffold_10	22575	157	1376	1.176091259
scaffold_10	22576	157	1377	1.176091259
scaffold_10	22577	148	1378	1.176091259
scaffold_10	22578	146	1379	1.176091259
scaffold_10	22579	143	1380	1.176091259
scaffold_10	22580	144	1381	1.176091259
scaffold_10	22581	124	1382	1.176091259
scaffold_10	22582	119	1383	1.176091259
scaffold_10	22583	77	1384	1.176091259
scaffold_10	22584	73	1385	1.176091259
scaffold_10	22585	72	1386	1.176091259
